codice;pro_com;nome;nome_lower;PARTITO DEMOCRATICO;+EUROPA;ITALIA EUROPA INSIEME;CIVICA POPOLARE LORENZIN;LEGA;FORZA ITALIA;FRATELLI D'ITALIA CON GIORGIA MELONI;NOI CON L'ITALIA - UDC;MOVIMENTO 5 STELLE;LIBERI E UGUALI;POTERE AL POPOLO!;CASAPOUND ITALIA;IL POPOLO DELLA FAMIGLIA;PARTITO VALORE UMANO;ITALIA AGLI ITALIANI;10 VOLTE MEGLIO;PER UNA SINISTRA RIVOLUZIONARIA;PARTITO REPUBBLICANO ITALIANO - ALA;GRANDE NORD;BLOCCO NAZIONALE PER LE LIBERTA';ITALIA NEL CUORE;SIAMO;LISTA DEL POPOLO PER LA COSTITUZIONE;PATTO PER L'AUTONOMIA;RINASCIMENTO MIR;PARTITO COMUNISTA;AUTODETERMINATZIONE;POUR TOUS PER TUTTI PE TCHEUT;PD-UV-UVP-EPAV;RISPOSTA CIVICA;FI -FRAT. D'IT. -MOV.NUOVA VALLE D'AOSTA;SVP - PATT;Total;CSIN;CSINPIU;CDES;PARTITO DEMOCRATICO 2013;FORZA ITALIA 2013;LEGA 2013;MOVIMENTO 5 STELLE 2013
21240160190;74019;TORRE SANTA SUSANNA;Torre Santa Susanna;613;38;13;15;272;1164;183;157;2838;85;74;70;12;25;13;2;0;8;0;0;0;0;0;0;0;38;0;0;0;0;0;0;5620;679;764;1776;1109;1054;12;1080
21240160200;74020;VILLA CASTELLI;Villa Castelli;249;23;19;13;262;1464;137;315;2170;80;81;27;13;7;15;15;0;5;0;0;0;0;0;0;0;28;0;0;0;0;0;0;4923;304;384;2178;624;1801;5;1095
21240780010;73001;AVETRANA;Avetrana;371;24;8;5;193;858;147;106;1599;74;27;19;4;2;6;1;0;4;0;0;0;0;0;0;0;13;0;0;0;0;0;0;3461;408;482;1304;852;1409;3;531
21240780120;73012;MANDURIA;Manduria;1788;141;232;36;828;3282;624;403;7379;474;87;149;47;28;40;18;0;11;0;0;0;0;0;0;0;49;0;0;0;0;0;0;15616;2197;2671;5137;2788;4896;9;3607
21240780140;73014;MARUGGIO;Maruggio;440;40;8;9;195;456;449;49;1012;55;29;10;5;3;3;0;0;1;0;0;0;0;0;0;0;19;0;0;0;0;0;0;2783;497;552;1149;615;1199;2;576
21240780260;73026;SAVA;Sava;780;164;17;12;458;1859;308;651;3473;147;61;54;35;10;21;9;0;3;0;0;0;0;0;0;0;24;0;0;0;0;0;0;8086;973;1120;3276;1636;2585;0;1516
21240780280;73028;TORRICELLA;Torricella;273;34;6;4;147;483;82;58;982;16;7;23;4;2;11;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;2137;317;333;770;342;784;2;445
21310090020;72002;ADELFIA;Adelfia;765;63;28;11;624;1740;316;195;4265;1054;65;49;10;35;27;7;0;5;0;0;0;0;0;0;0;20;0;0;0;0;0;0;9279;867;1921;2875;2075;2513;2;2885
21310090030;72003;ALBEROBELLO;Alberobello;929;122;24;14;446;1563;169;203;2272;191;46;23;21;4;13;14;0;7;0;0;0;0;0;0;0;26;0;0;0;0;0;0;6087;1089;1280;2381;992;2108;20;1524
21310090150;72015;CASAMASSIMA;Casamassima;990;97;23;10;750;1790;345;110;5027;326;85;64;32;1;28;15;0;7;0;0;0;0;0;0;0;74;0;0;0;0;0;0;9774;1120;1446;2995;1520;2887;8;3193
21310090170;72017;CASTELLANA GROTTE;Castellana Grotte;2093;150;19;14;958;2360;639;186;4327;220;59;78;94;29;17;19;0;5;0;0;0;0;0;0;0;27;0;0;0;0;0;0;11294;2276;2496;4143;1651;4341;10;2971
21310090180;72018;CELLAMARE;Cellamare;242;23;13;6;174;531;59;22;1986;104;12;13;2;3;8;2;0;2;0;0;0;0;0;0;0;8;0;0;0;0;0;0;3210;284;388;786;416;999;0;1196
21310090190;72019;CONVERSANO;Conversano;1899;226;122;59;603;2309;636;228;6469;958;133;47;66;90;28;27;0;5;0;0;0;0;0;0;0;36;0;0;0;0;0;0;13941;2306;3264;3776;2894;3606;8;4020
21310090210;72021;GIOIA DEL COLLE;Gioia del Colle;1776;271;59;50;1486;3327;815;171;6003;555;108;68;94;8;48;36;0;14;0;0;0;0;0;0;0;114;0;0;0;0;0;0;15003;2156;2711;5799;2915;4829;10;4292
21310090250;72025;LOCOROTONDO;Locorotondo;1076;104;30;21;659;2643;277;171;2680;180;65;35;39;6;18;17;0;2;0;0;0;0;0;0;0;23;0;0;0;0;0;0;8046;1231;1411;3750;1184;3782;5;1748
21310090280;72028;MOLA DI BARI;Mola di Bari;1489;187;112;44;690;2058;521;239;6662;580;117;62;31;7;35;77;0;7;0;0;0;0;0;0;0;26;0;0;0;0;0;0;12944;1832;2412;3508;2323;3434;3;3692
21310090300;72030;MONOPOLI;Monopoli;3275;368;67;85;2172;5657;738;375;12182;716;173;130;203;36;134;29;0;8;0;0;0;0;0;0;0;65;0;0;0;0;0;0;26413;3795;4511;8942;4556;9903;16;6426
21310090310;72031;NOCI;Noci;2140;166;48;25;477;1878;505;481;4176;350;79;19;50;4;23;19;0;9;0;0;0;0;0;0;0;45;0;0;0;0;0;0;10494;2379;2729;3341;2249;3407;0;2712
21310090340;72035;POLIGNANO A MARE;Polignano a Mare;1258;137;145;18;443;2080;250;115;5292;356;86;55;40;12;23;9;0;7;0;0;0;0;0;0;0;23;0;0;0;0;0;0;10349;1558;1914;2888;1969;2805;6;3142
21310090350;72036;PUTIGNANO;Putignano;2562;426;50;40;742;3286;434;353;7125;376;143;61;118;16;40;16;0;8;0;0;0;0;0;0;0;62;0;0;0;0;0;0;15858;3078;3454;4815;3152;5069;10;4048
21310090360;72037;RUTIGLIANO;Rutigliano;1326;104;388;12;728;1145;155;887;4565;271;64;40;26;9;20;10;0;4;0;0;0;0;0;0;0;38;0;0;0;0;0;0;9792;1830;2101;2915;2088;3211;2;2569
21320780050;73005;FAGGIANO;Faggiano;292;11;4;2;84;492;44;35;968;49;39;6;5;2;13;4;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;2065;309;358;655;454;558;1;565
21320780100;73010;LEPORANO;Leporano;511;47;16;7;232;942;175;43;2011;64;36;23;13;19;17;2;0;3;0;0;0;0;0;0;0;10;0;0;0;0;0;0;4171;581;645;1392;791;1354;4;1282
21320780110;73011;LIZZANO;Lizzano;541;360;6;8;190;1327;162;51;2639;150;33;80;15;8;27;7;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;5631;915;1065;1730;1051;1427;1;1388
21320780220;73022;PULSANO;Pulsano;678;55;20;11;340;1400;341;317;2144;253;19;21;9;13;16;6;0;2;0;0;0;0;0;0;0;22;0;0;0;0;0;0;5667;764;1017;2398;931;2101;3;1358
21320780261;73029;STATTE;Statte;812;93;9;12;302;1359;215;106;3586;218;57;31;25;2;49;9;0;2;0;0;0;0;0;0;0;14;0;0;0;0;0;0;6901;926;1144;1982;1553;2116;2;1970
21320780270;73027;TARANTO;Taranto;13214;1270;558;357;5828;18217;3515;707;45452;2380;1013;539;421;143;1204;130;0;55;0;0;0;0;0;0;0;355;0;0;0;0;0;0;95358;15399;17779;28267;22169;26069;49;28276
21330780020;73002;CAROSINO;Carosino;579;44;38;6;211;653;139;64;1761;113;50;38;4;1;8;4;0;4;0;0;0;0;0;0;0;22;0;0;0;0;0;0;3739;667;780;1067;915;798;3;974
21330780030;73003;CASTELLANETA;Castellaneta;1217;89;30;24;566;1673;339;169;4280;227;36;66;38;15;25;13;0;8;0;0;0;0;0;0;0;35;0;0;0;0;0;0;8850;1360;1587;2747;1598;3147;8;2649
21330780040;73004;CRISPIANO;Crispiano;891;77;23;20;388;1139;202;652;3393;136;71;46;26;11;15;7;0;3;0;0;0;0;0;0;0;14;0;0;0;0;0;0;7114;1011;1147;2381;1415;2345;6;2076
21330780060;73006;FRAGAGNANO;Fragagnano;329;36;15;6;159;531;93;186;1362;69;25;18;4;7;4;5;0;2;0;0;0;0;0;0;0;6;0;0;0;0;0;0;2857;386;455;969;560;773;3;664
21330780070;73007;GINOSA;Ginosa;1374;86;27;31;918;3053;452;143;4887;194;51;58;46;5;35;14;0;2;0;0;0;0;0;0;0;54;0;0;0;0;0;0;11430;1518;1712;4566;1751;3354;10;4844
21330780080;73008;GROTTAGLIE;Grottaglie;1874;221;30;31;870;2746;462;349;8983;602;179;72;56;28;44;20;0;29;0;0;0;0;0;0;0;77;0;0;0;0;0;0;16673;2156;2758;4427;3852;4117;9;4875
21330780090;73009;LATERZA;Laterza;1144;31;29;23;345;1379;200;496;4024;187;153;57;51;6;23;5;0;4;0;0;0;0;0;0;0;30;0;0;0;0;0;0;8187;1227;1414;2420;1593;2401;8;2251
21330780130;73013;MARTINA FRANCA;Martina Franca;4302;387;105;145;1880;6863;914;1081;7689;386;116;98;94;34;71;25;0;17;0;0;0;0;0;0;0;49;0;0;0;0;0;0;24256;4939;5325;10738;4537;10889;13;5998
21330780150;73015;MASSAFRA;Massafra;2049;99;31;37;857;3850;499;456;7387;522;58;129;37;5;65;24;0;9;0;0;0;0;0;0;0;42;0;0;0;0;0;0;16156;2216;2738;5662;3357;5127;7;4872
21330780160;73016;MONTEIASI;Monteiasi;429;25;3;10;199;549;69;62;1282;52;21;33;10;7;1;3;0;1;0;0;0;0;0;0;0;8;0;0;0;0;0;0;2764;467;519;879;624;784;1;681
21330780170;73017;MONTEMESOLA;Montemesola;199;11;9;2;107;361;66;211;927;29;100;7;4;2;6;4;0;2;0;0;0;0;0;0;0;20;0;0;0;0;0;0;2067;221;250;745;293;488;3;548
21330780180;73018;MONTEPARANO;Monteparano;169;10;4;3;48;200;37;133;639;25;6;5;7;2;3;1;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;1300;186;211;418;360;377;2;329
21330780190;73019;MOTTOLA;Mottola;961;137;21;20;757;2206;338;238;3970;166;37;37;19;17;34;17;0;4;0;0;0;0;0;0;0;27;0;0;0;0;0;0;9006;1139;1305;3539;1722;3208;7;1949
21330780200;73020;PALAGIANELLO;Palagianello;527;24;4;7;358;1002;146;115;1555;68;5;15;9;2;4;0;0;1;0;0;0;0;0;0;0;12;0;0;0;0;0;0;3854;562;630;1621;802;1510;3;1016
21330780210;73021;PALAGIANO;Palagiano;944;53;14;27;483;1634;208;263;4025;122;70;51;39;4;29;56;0;2;0;0;0;0;0;0;0;31;0;0;0;0;0;0;8055;1038;1160;2588;1411;2259;3;2444
21330780230;73023;ROCCAFORZATA;Roccaforzata;130;3;1;2;56;255;20;12;522;8;10;2;0;1;1;1;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1029;136;144;343;219;264;0;330
21330780240;73024;SAN GIORGIO IONICO;San Giorgio Ionico;899;74;22;26;434;1379;317;284;3619;362;149;68;57;19;38;4;0;3;0;0;0;0;0;0;0;22;0;0;0;0;0;0;7776;1021;1383;2414;1385;2251;5;2180
21330780250;73025;SAN MARZANO DI SAN GIUSEPPE;San Marzano di San Giuseppe;376;36;9;15;208;1229;113;443;2192;60;46;20;11;2;11;5;0;2;0;0;0;0;0;0;0;7;0;0;0;0;0;0;4785;436;496;1993;763;1124;2;997
21340160010;74001;BRINDISI;Brindisi;4935;509;81;140;2292;8066;863;1070;22563;1156;461;381;137;37;108;21;0;829;0;0;0;0;0;0;0;98;0;0;0;0;0;0;43747;5665;6821;12291;8871;10074;22;13304
21340160020;74002;CAROVIGNO;Carovigno;755;62;139;30;341;1166;129;1366;4074;117;51;42;45;4;20;5;0;28;0;0;0;0;0;0;0;58;0;0;0;0;0;0;8432;986;1103;3002;1567;3576;2;1977
21340160030;74003;CEGLIE MESSAPICA;Ceglie Messapica;992;120;18;25;566;2505;1260;763;3022;238;60;44;45;10;57;9;0;14;0;0;0;0;0;0;0;70;0;0;0;0;0;0;9818;1155;1393;5094;1327;4375;11;1936
21340160050;74005;CISTERNINO;Cisternino;970;71;69;21;494;1394;250;434;2433;223;71;23;26;16;31;6;0;6;0;0;0;0;0;0;0;17;0;0;0;0;0;0;6555;1131;1354;2572;1430;2161;8;1467
21340160070;74007;FASANO;Fasano;2219;233;101;38;1700;4625;1204;896;9473;570;157;64;90;22;88;24;0;15;0;0;0;0;0;0;0;76;0;0;0;0;0;0;21595;2591;3161;8425;3194;8326;19;5624
21340160120;74012;OSTUNI;Ostuni;2537;278;95;67;965;3505;849;791;6008;520;175;66;69;27;78;23;0;25;0;0;0;0;0;0;0;53;0;0;0;0;0;0;16131;2977;3497;6110;3456;5434;11;3475
21340160170;74017;SAN VITO DEI NORMANNI;San Vito dei Normanni;1327;109;24;27;722;2243;366;513;4299;166;59;46;29;20;119;11;0;21;0;0;0;0;0;0;0;29;0;0;0;0;0;0;10130;1487;1653;3844;1809;3409;3;2275
21411060010;110001;ANDRIA;Andria;6266;356;119;100;2649;12489;1181;922;27385;870;184;300;484;34;237;54;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53669;6841;7711;17241;7782;22985;31;14194
21411060020;110002;BARLETTA;Barletta;7172;438;218;133;2305;7757;1868;463;23391;1376;377;314;236;445;141;98;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46757;7961;9337;12393;8497;13555;21;14457
21411060040;110004;CANOSA DI PUGLIA;Canosa di Puglia;1270;108;22;30;713;2425;384;1721;5528;235;76;68;39;30;48;13;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12718;1430;1665;5243;2245;3731;10;3839
21411060090;110009;TRANI;Trani;3679;269;243;41;1737;5558;1652;504;13197;903;223;137;147;20;106;40;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28475;4232;5135;9451;4221;9523;12;9069
21420310010;71001;ACCADIA;Accadia;190;9;8;104;44;140;25;18;560;32;9;3;8;112;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1268;311;343;227;368;224;1;200
21420310020;71002;ALBERONA;Alberona;34;1;6;2;47;115;14;24;212;9;3;9;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;481;43;52;200;84;109;4;83
21420310030;71003;ANZANO DI PUGLIA;Anzano di Puglia;95;2;2;20;23;102;7;7;343;7;4;4;3;0;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;626;119;126;139;162;78;2;172
21420310040;71004;APRICENA;Apricena;1206;42;15;56;432;963;188;1432;2215;86;55;52;28;13;26;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6816;1319;1405;3015;1955;2026;4;1368
21420310060;71006;BICCARI;Biccari;247;19;16;9;90;164;54;13;738;41;9;15;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1425;291;332;321;500;263;3;383
21420310070;71007;BOVINO;Bovino;246;30;6;67;122;241;35;17;753;30;37;4;6;3;15;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1615;349;379;415;372;337;4;359
21420310100;71011;CARLANTINO;Carlantino;57;5;2;7;17;64;9;5;267;41;9;3;3;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;494;71;112;95;150;95;0;88
21420310120;71013;CASALNUOVO MONTEROTARO;Casalnuovo Monterotaro;129;7;12;9;48;87;14;9;339;37;8;6;5;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713;157;194;158;264;127;0;178
21420310130;71014;CASALVECCHIO DI PUGLIA;Casalvecchio di Puglia;165;1;2;70;60;151;20;15;367;53;8;4;5;1;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;928;238;291;246;277;199;1;276
21420310150;71016;CASTELLUCCIO VALMAGGIORE;Castelluccio Valmaggiore;109;12;61;8;32;136;24;21;260;11;3;2;0;1;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;688;190;201;213;141;168;2;122
21420310160;71017;CASTELNUOVO DELLA DAUNIA;Castelnuovo della Daunia;149;7;2;4;30;90;18;14;388;13;5;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;730;162;175;152;210;139;0;259
21420310170;71018;CELENZA VALFORTORE;Celenza Valfortore;149;8;6;12;113;108;18;17;361;12;3;3;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;814;175;187;256;277;158;1;190
21420310180;71019;CELLE DI SAN VITO;Celle di San Vito;15;0;1;2;11;21;6;4;23;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;18;18;42;13;22;0;19
21420310200;71021;CHIEUTI;Chieuti;112;8;0;4;57;190;38;58;411;12;10;10;3;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;919;124;136;343;233;319;0;213
21420310210;71022;DELICETO;Deliceto;289;7;4;9;104;341;62;98;1009;36;19;13;23;11;13;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2040;309;345;605;560;411;5;477
21420310220;71023;FAETO;Faeto;35;1;1;2;22;58;12;13;125;3;2;3;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;286;39;42;105;53;69;0;45
21420310260;71027;LESINA;Lesina;299;27;4;4;352;977;132;78;931;39;14;15;15;3;31;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2925;334;373;1539;407;1300;0;688
21420310270;71028;LUCERA;Lucera;1868;218;55;119;1146;3470;439;223;7647;355;132;110;99;9;75;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15977;2260;2615;5278;3111;5095;95;4757
21420310300;71032;MONTELEONE DI PUGLIA;Monteleone di Puglia;45;3;0;198;29;131;7;34;163;2;2;3;10;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;640;246;248;201;103;56;0;84
21420310320;71034;MOTTA MONTECORVINO;Motta Montecorvino;58;11;0;9;38;64;4;1;139;32;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;361;78;110;107;60;86;4;54
21420310330;71035;ORSARA DI PUGLIA;Orsara di Puglia;341;18;19;22;86;220;36;57;691;52;6;4;6;4;6;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1570;400;452;399;444;231;4;385
21420310350;71037;PANNI;Panni;15;0;0;313;8;74;12;8;72;7;4;4;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;521;328;335;102;123;152;2;37
21420310370;71039;PIETRAMONTECORVINO;Pietramontecorvino;297;16;9;2;88;159;54;71;733;32;13;20;5;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1506;324;356;372;501;263;1;502
21420310380;71040;POGGIO IMPERIALE;Poggio Imperiale;172;5;3;3;114;336;55;53;502;10;7;3;3;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1275;183;193;558;284;560;4;354
21420310390;71041;RIGNANO GARGANICO;Rignano Garganico;190;7;4;69;49;160;24;106;394;8;7;3;6;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1039;270;278;339;278;262;1;193
21420310420;71044;ROSETO VALFORTORE;Roseto Valfortore;50;2;1;8;58;83;7;15;120;4;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;351;61;65;163;155;196;1;99
21420310460;71048;SAN MARCO LA CATOLA;San Marco la Catola;82;4;20;2;38;99;10;3;200;8;3;6;0;0;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;483;108;116;150;185;100;0;96
21420310470;71049;SAN NICANDRO GARGANICO;San Nicandro Garganico;941;92;23;191;758;1118;185;585;2737;161;20;31;60;4;23;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6932;1247;1408;2646;1501;1959;7;1635
21420310480;71050;SAN PAOLO DI CIVITATE;San Paolo di Civitate;413;14;10;19;187;569;100;80;1199;54;23;24;16;18;10;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2738;456;510;936;591;748;5;783
21420310490;71051;SAN SEVERO;San Severo;2898;279;124;419;1650;5637;717;1071;12225;731;126;148;98;32;183;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26359;3720;4451;9075;5523;8622;15;7430
21420310500;71052;SANT'AGATA DI PUGLIA;Sant'Agata di Puglia;157;2;1;12;90;173;26;9;429;14;3;7;12;24;13;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;973;172;186;298;-;-;-;-
21420310510;71053;SERRACAPRIOLA;Serracapriola;223;15;9;37;268;421;79;45;774;50;18;27;4;1;14;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1987;284;334;813;401;1104;1;375
21420310540;71056;TORREMAGGIORE;Torremaggiore;1270;57;7;412;715;1610;341;223;3246;171;37;61;42;8;51;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8252;1746;1917;2889;1957;2554;11;1562
21420310560;71058;TROIA;Troia;669;43;11;24;242;429;102;68;1978;91;27;12;29;3;12;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3743;747;838;841;744;639;2;1124
21420310590;71061;VOLTURARA APPULA;Volturara Appula;21;0;1;2;12;26;3;2;124;4;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;24;28;43;32;45;0;90
21420310600;71062;VOLTURINO;Volturino;100;5;16;4;83;174;21;33;344;31;8;7;5;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;837;125;156;311;234;201;5;207
21430310050;71005;ASCOLI SATRIANO;Ascoli Satriano;391;80;2;21;223;554;74;52;1607;82;22;13;19;8;24;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3179;494;576;903;570;713;7;1020
21430310090;71009;CANDELA;Candela;280;22;13;6;53;200;39;61;764;17;7;2;15;4;7;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1496;321;338;353;371;358;1;260
21430310091;71010;CARAPELLE;Carapelle;403;7;1;10;345;462;44;100;1715;22;10;16;19;66;6;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3230;421;443;951;543;1003;2;998
21430310110;71012;CARPINO;Carpino;531;9;29;9;117;583;72;104;381;13;6;5;1;6;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1877;578;591;876;533;537;1;355
21430310140;71015;CASTELLUCCIO DEI SAURI;Castelluccio dei Sauri;96;4;13;24;98;193;30;11;488;23;22;4;7;13;11;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1041;137;160;332;201;427;1;230
21430310190;71020;CERIGNOLA;Cerignola;3359;160;38;613;1791;6051;1082;209;9921;450;150;68;104;18;84;25;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24130;4170;4620;9133;6136;8623;11;5491
21430310250;71026;ISOLE TREMITI;Isole Tremiti;25;5;0;3;24;31;5;3;77;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176;33;34;63;13;60;1;70
21430310280;71029;MANFREDONIA;Manfredonia;4151;199;95;98;1855;6271;486;468;14332;597;201;103;159;20;148;40;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29242;4543;5140;9080;7365;7315;21;7686
21430310291;71031;MATTINATA;Mattinata;530;24;2;6;196;760;105;68;1215;110;12;9;11;1;24;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3078;562;672;1129;749;802;0;709
21430310310;71033;MONTE SANT'ANGELO;Monte Sant'Angelo;1380;54;29;65;250;863;85;289;2465;229;67;21;40;3;18;7;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5874;1528;1757;1487;-;-;-;-
21430310321;71063;ORDONA;Ordona;165;4;1;3;118;281;52;37;699;17;4;5;16;5;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1415;173;190;488;206;464;0;356
21430310340;71036;ORTA NOVA;Orta Nova;1686;25;9;49;626;1533;312;133;3780;59;17;67;94;170;32;11;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8606;1769;1828;2604;-;-;-;-
21430310400;71042;ROCCHETTA SANT'ANTONIO;Rocchetta Sant'Antonio;219;49;7;3;56;175;33;7;441;20;6;11;8;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1046;278;298;271;-;-;-;-
21430310520;71054;STORNARA;Stornara;300;7;7;47;183;621;76;21;1224;24;6;16;19;8;9;9;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2579;361;385;901;466;894;1;648
21430310530;71055;STORNARELLA;Stornarella;438;17;5;34;178;506;286;42;1110;20;10;9;4;6;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2674;494;514;1012;659;739;1;600
21430310601;71064;ZAPPONETA;Zapponeta;183;2;0;0;135;530;37;46;515;66;18;6;40;11;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1596;185;251;748;262;515;0;312
21431060050;110005;MARGHERITA DI SAVOIA;Margherita di Savoia;600;51;15;353;383;1482;418;300;2129;235;33;20;20;16;25;6;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6089;1019;1254;2583;1009;2388;4;1249
21431060070;110007;SAN FERDINANDO DI PUGLIA;San Ferdinando di Puglia;1107;34;23;11;501;1731;314;180;2539;118;22;25;98;23;57;10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6794;1175;1293;2726;1650;2668;2;1326
21431060100;110010;TRINITAPOLI;Trinitapoli;706;30;19;43;392;1458;701;129;3291;203;14;17;121;3;46;6;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7186;798;1001;2680;965;2464;6;1457
21440310080;71008;CAGNANO VARANO;Cagnano Varano;414;7;13;64;215;570;42;363;1294;87;28;14;6;2;19;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3145;498;585;1190;560;862;3;616
21440310230;71024;FOGGIA;Foggia;8857;908;410;680;6349;12097;2188;1004;36695;2146;395;529;953;52;442;89;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73864;10855;13001;21638;15925;21959;40;23239
21440310240;71025;ISCHITELLA;Ischitella;286;13;2;108;209;616;61;81;509;73;48;3;11;3;6;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2033;409;482;967;522;723;1;418
21440310360;71038;PESCHICI;Peschici;124;10;5;10;201;802;147;380;432;30;9;21;5;4;9;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2191;149;179;1530;145;1205;2;429
21440310410;71043;RODI GARGANICO;Rodi Garganico;313;7;3;10;176;474;53;134;554;51;7;4;9;2;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1808;333;384;837;419;781;0;435
21440310440;71046;SAN GIOVANNI ROTONDO;San Giovanni Rotondo;1758;112;26;179;970;2456;318;616;5526;202;1021;95;311;5;37;23;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13664;2075;2277;4360;3428;3620;7;2884
21440310450;71047;SAN MARCO IN LAMIS;San Marco in Lamis;953;59;22;128;356;1006;104;1336;2231;134;108;32;203;17;29;8;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6732;1162;1296;2802;1391;1259;58;1066
21440310570;71059;VICO DEL GARGANO;Vico del Gargano;404;35;8;21;437;1071;157;291;936;114;19;7;5;4;21;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3532;468;582;1956;460;1649;1;784
21440310580;71060;VIESTE;Vieste;994;56;21;37;387;1746;252;139;2176;123;22;9;8;7;28;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6010;1108;1231;2524;1351;2321;2;1653
