id,voti,voti_nona,voti_solosindpres,idComune,value,desc,PRO_COM,PRO_COM_T,COMUNE,COMUNE_U,n,idpartizione,nraggrup,nraggrupmacro,nome,nome_breve,nome2,nome_breve2,nome_cand,cognome_cand,data_nascita_cand,luogo_nascita_cand,immagine,blocco_ins
6,24,0,0,1,1,ACQUALAGNA,41001,041001,Acqualagna,ACQUALAGNA,4,0,5,6,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto,Mancini,,,6.png,N
4,19,0,0,1,1,ACQUALAGNA,41001,041001,Acqualagna,ACQUALAGNA,5,0,6,4,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio,Pasquinelli,10/01/1981,Osimo,4.png,N
7,190,0,0,1,1,ACQUALAGNA,41001,041001,Acqualagna,ACQUALAGNA,3,0,4,7,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario,Mercorelli,06/02/1973,Macerata,7.png,N
8,671,0,0,1,1,ACQUALAGNA,41001,041001,Acqualagna,ACQUALAGNA,1,0,3,8,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio,Mangialardi,17/11/1964,Ancona,8.png,N
2,6,0,0,1,1,ACQUALAGNA,41001,041001,Acqualagna,ACQUALAGNA,7,0,1,2,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola,Banzato,21/02/1964,Castellanza,2.png,N
5,1210,0,0,1,1,ACQUALAGNA,41001,041001,Acqualagna,ACQUALAGNA,2,0,7,5,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco,Acquaroli,25/09/1974,Macerata,5.png,N
3,9,0,0,1,1,ACQUALAGNA,41001,041001,Acqualagna,ACQUALAGNA,6,0,2,3,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita,Iannetti,26/08/1953,Brittoli,3.png,N
8,106,0,0,200,200,MONSAMPIETRO MORICO,109012,109012,Monsampietro Morico,MONSAMPIETRO MORICO,1,0,3,8,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio,Mangialardi,17/11/1964,Ancona,8.png,N
3,0,0,0,200,200,MONSAMPIETRO MORICO,109012,109012,Monsampietro Morico,MONSAMPIETRO MORICO,6,0,2,3,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita,Iannetti,26/08/1953,Brittoli,3.png,N
6,6,0,0,200,200,MONSAMPIETRO MORICO,109012,109012,Monsampietro Morico,MONSAMPIETRO MORICO,4,0,5,6,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto,Mancini,,,6.png,N
4,3,0,0,200,200,MONSAMPIETRO MORICO,109012,109012,Monsampietro Morico,MONSAMPIETRO MORICO,5,0,6,4,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio,Pasquinelli,10/01/1981,Osimo,4.png,N
5,227,0,0,200,200,MONSAMPIETRO MORICO,109012,109012,Monsampietro Morico,MONSAMPIETRO MORICO,2,0,7,5,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco,Acquaroli,25/09/1974,Macerata,5.png,N
2,3,0,0,200,200,MONSAMPIETRO MORICO,109012,109012,Monsampietro Morico,MONSAMPIETRO MORICO,7,0,1,2,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola,Banzato,21/02/1964,Castellanza,2.png,N
7,12,0,0,200,200,MONSAMPIETRO MORICO,109012,109012,Monsampietro Morico,MONSAMPIETRO MORICO,3,0,4,7,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario,Mercorelli,06/02/1973,Macerata,7.png,N
8,224,0,0,201,201,MONTAPPONE,109013,109013,Montappone,MONTAPPONE,1,0,3,8,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio,Mangialardi,17/11/1964,Ancona,8.png,N
3,2,0,0,201,201,MONTAPPONE,109013,109013,Montappone,MONTAPPONE,6,0,2,3,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita,Iannetti,26/08/1953,Brittoli,3.png,N
6,7,0,0,201,201,MONTAPPONE,109013,109013,Montappone,MONTAPPONE,4,0,5,6,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto,Mancini,,,6.png,N
4,9,0,0,201,201,MONTAPPONE,109013,109013,Montappone,MONTAPPONE,5,0,6,4,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio,Pasquinelli,10/01/1981,Osimo,4.png,N
5,501,0,0,201,201,MONTAPPONE,109013,109013,Montappone,MONTAPPONE,2,0,7,5,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco,Acquaroli,25/09/1974,Macerata,5.png,N
2,5,0,0,201,201,MONTAPPONE,109013,109013,Montappone,MONTAPPONE,7,0,1,2,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola,Banzato,21/02/1964,Castellanza,2.png,N
7,52,0,0,201,201,MONTAPPONE,109013,109013,Montappone,MONTAPPONE,3,0,4,7,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario,Mercorelli,06/02/1973,Macerata,7.png,N
8,83,0,0,202,202,MONTEFALCONE APPENNINO,109014,109014,Montefalcone Appennino,MONTEFALCONE APPENNINO,1,0,3,8,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio,Mangialardi,17/11/1964,Ancona,8.png,N
3,1,0,0,202,202,MONTEFALCONE APPENNINO,109014,109014,Montefalcone Appennino,MONTEFALCONE APPENNINO,6,0,2,3,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita,Iannetti,26/08/1953,Brittoli,3.png,N
6,4,0,0,202,202,MONTEFALCONE APPENNINO,109014,109014,Montefalcone Appennino,MONTEFALCONE APPENNINO,4,0,5,6,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto,Mancini,,,6.png,N
4,3,0,0,202,202,MONTEFALCONE APPENNINO,109014,109014,Montefalcone Appennino,MONTEFALCONE APPENNINO,5,0,6,4,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio,Pasquinelli,10/01/1981,Osimo,4.png,N
5,108,0,0,202,202,MONTEFALCONE APPENNINO,109014,109014,Montefalcone Appennino,MONTEFALCONE APPENNINO,2,0,7,5,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco,Acquaroli,25/09/1974,Macerata,5.png,N
2,0,0,0,202,202,MONTEFALCONE APPENNINO,109014,109014,Montefalcone Appennino,MONTEFALCONE APPENNINO,7,0,1,2,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola,Banzato,21/02/1964,Castellanza,2.png,N
7,11,0,0,202,202,MONTEFALCONE APPENNINO,109014,109014,Montefalcone Appennino,MONTEFALCONE APPENNINO,3,0,4,7,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario,Mercorelli,06/02/1973,Macerata,7.png,N
8,125,0,0,203,203,MONTEFORTINO,109015,109015,Montefortino,MONTEFORTINO,1,0,3,8,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio,Mangialardi,17/11/1964,Ancona,8.png,N
3,2,0,0,203,203,MONTEFORTINO,109015,109015,Montefortino,MONTEFORTINO,6,0,2,3,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita,Iannetti,26/08/1953,Brittoli,3.png,N
6,4,0,0,203,203,MONTEFORTINO,109015,109015,Montefortino,MONTEFORTINO,4,0,5,6,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto,Mancini,,,6.png,N
4,9,0,0,203,203,MONTEFORTINO,109015,109015,Montefortino,MONTEFORTINO,5,0,6,4,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio,Pasquinelli,10/01/1981,Osimo,4.png,N
5,537,0,0,203,203,MONTEFORTINO,109015,109015,Montefortino,MONTEFORTINO,2,0,7,5,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco,Acquaroli,25/09/1974,Macerata,5.png,N
2,1,0,0,203,203,MONTEFORTINO,109015,109015,Montefortino,MONTEFORTINO,7,0,1,2,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola,Banzato,21/02/1964,Castellanza,2.png,N
7,28,0,0,203,203,MONTEFORTINO,109015,109015,Montefortino,MONTEFORTINO,3,0,4,7,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario,Mercorelli,06/02/1973,Macerata,7.png,N
8,97,0,0,204,204,MONTE GIBERTO,109016,109016,Monte Giberto,MONTE GIBERTO,1,0,3,8,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio,Mangialardi,17/11/1964,Ancona,8.png,N
3,0,0,0,204,204,MONTE GIBERTO,109016,109016,Monte Giberto,MONTE GIBERTO,6,0,2,3,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita,Iannetti,26/08/1953,Brittoli,3.png,N
6,17,0,0,204,204,MONTE GIBERTO,109016,109016,Monte Giberto,MONTE GIBERTO,4,0,5,6,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto,Mancini,,,6.png,N
4,4,0,0,204,204,MONTE GIBERTO,109016,109016,Monte Giberto,MONTE GIBERTO,5,0,6,4,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio,Pasquinelli,10/01/1981,Osimo,4.png,N
5,224,0,0,204,204,MONTE GIBERTO,109016,109016,Monte Giberto,MONTE GIBERTO,2,0,7,5,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco,Acquaroli,25/09/1974,Macerata,5.png,N
2,0,0,0,204,204,MONTE GIBERTO,109016,109016,Monte Giberto,MONTE GIBERTO,7,0,1,2,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola,Banzato,21/02/1964,Castellanza,2.png,N
7,19,0,0,204,204,MONTE GIBERTO,109016,109016,Monte Giberto,MONTE GIBERTO,3,0,4,7,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario,Mercorelli,06/02/1973,Macerata,7.png,N
8,942,0,0,205,205,MONTEGIORGIO,109017,109017,Montegiorgio,MONTEGIORGIO,1,0,3,8,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio,Mangialardi,17/11/1964,Ancona,8.png,N
3,11,0,0,205,205,MONTEGIORGIO,109017,109017,Montegiorgio,MONTEGIORGIO,6,0,2,3,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita,Iannetti,26/08/1953,Brittoli,3.png,N
6,77,0,0,205,205,MONTEGIORGIO,109017,109017,Montegiorgio,MONTEGIORGIO,4,0,5,6,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto,Mancini,,,6.png,N
4,35,0,0,205,205,MONTEGIORGIO,109017,109017,Montegiorgio,MONTEGIORGIO,5,0,6,4,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio,Pasquinelli,10/01/1981,Osimo,4.png,N
5,1648,0,0,205,205,MONTEGIORGIO,109017,109017,Montegiorgio,MONTEGIORGIO,2,0,7,5,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco,Acquaroli,25/09/1974,Macerata,5.png,N
2,18,0,0,205,205,MONTEGIORGIO,109017,109017,Montegiorgio,MONTEGIORGIO,7,0,1,2,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola,Banzato,21/02/1964,Castellanza,2.png,N
7,265,0,0,205,205,MONTEGIORGIO,109017,109017,Montegiorgio,MONTEGIORGIO,3,0,4,7,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario,Mercorelli,06/02/1973,Macerata,7.png,N
8,1523,0,0,206,206,MONTEGRANARO,109018,109018,Montegranaro,MONTEGRANARO,1,0,3,8,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio,Mangialardi,17/11/1964,Ancona,8.png,N
3,15,0,0,206,206,MONTEGRANARO,109018,109018,Montegranaro,MONTEGRANARO,6,0,2,3,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita,Iannetti,26/08/1953,Brittoli,3.png,N
6,101,0,0,206,206,MONTEGRANARO,109018,109018,Montegranaro,MONTEGRANARO,4,0,5,6,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto,Mancini,,,6.png,N
4,84,0,0,206,206,MONTEGRANARO,109018,109018,Montegranaro,MONTEGRANARO,5,0,6,4,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio,Pasquinelli,10/01/1981,Osimo,4.png,N
5,3792,0,0,206,206,MONTEGRANARO,109018,109018,Montegranaro,MONTEGRANARO,2,0,7,5,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco,Acquaroli,25/09/1974,Macerata,5.png,N
2,33,0,0,206,206,MONTEGRANARO,109018,109018,Montegranaro,MONTEGRANARO,7,0,1,2,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola,Banzato,21/02/1964,Castellanza,2.png,N
7,486,0,0,206,206,MONTEGRANARO,109018,109018,Montegranaro,MONTEGRANARO,3,0,4,7,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario,Mercorelli,06/02/1973,Macerata,7.png,N
8,53,0,0,207,207,MONTELEONE DI FERMO,109019,109019,Monteleone di Fermo,MONTELEONE DI FERMO,1,0,3,8,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio,Mangialardi,17/11/1964,Ancona,8.png,N
3,2,0,0,207,207,MONTELEONE DI FERMO,109019,109019,Monteleone di Fermo,MONTELEONE DI FERMO,6,0,2,3,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita,Iannetti,26/08/1953,Brittoli,3.png,N
6,5,0,0,207,207,MONTELEONE DI FERMO,109019,109019,Monteleone di Fermo,MONTELEONE DI FERMO,4,0,5,6,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto,Mancini,,,6.png,N
4,2,0,0,207,207,MONTELEONE DI FERMO,109019,109019,Monteleone di Fermo,MONTELEONE DI FERMO,5,0,6,4,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio,Pasquinelli,10/01/1981,Osimo,4.png,N
5,149,0,0,207,207,MONTELEONE DI FERMO,109019,109019,Monteleone di Fermo,MONTELEONE DI FERMO,2,0,7,5,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco,Acquaroli,25/09/1974,Macerata,5.png,N
2,0,0,0,207,207,MONTELEONE DI FERMO,109019,109019,Monteleone di Fermo,MONTELEONE DI FERMO,7,0,1,2,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola,Banzato,21/02/1964,Castellanza,2.png,N
7,19,0,0,207,207,MONTELEONE DI FERMO,109019,109019,Monteleone di Fermo,MONTELEONE DI FERMO,3,0,4,7,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario,Mercorelli,06/02/1973,Macerata,7.png,N
8,156,0,0,208,208,MONTELPARO,109020,109020,Montelparo,MONTELPARO,1,0,3,8,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio,Mangialardi,17/11/1964,Ancona,8.png,N
3,2,0,0,208,208,MONTELPARO,109020,109020,Montelparo,MONTELPARO,6,0,2,3,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita,Iannetti,26/08/1953,Brittoli,3.png,N
6,5,0,0,208,208,MONTELPARO,109020,109020,Montelparo,MONTELPARO,4,0,5,6,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto,Mancini,,,6.png,N
4,3,0,0,208,208,MONTELPARO,109020,109020,Montelparo,MONTELPARO,5,0,6,4,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio,Pasquinelli,10/01/1981,Osimo,4.png,N
5,235,0,0,208,208,MONTELPARO,109020,109020,Montelparo,MONTELPARO,2,0,7,5,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco,Acquaroli,25/09/1974,Macerata,5.png,N
2,8,0,0,208,208,MONTELPARO,109020,109020,Montelparo,MONTELPARO,7,0,1,2,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola,Banzato,21/02/1964,Castellanza,2.png,N
7,25,0,0,208,208,MONTELPARO,109020,109020,Montelparo,MONTELPARO,3,0,4,7,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario,Mercorelli,06/02/1973,Macerata,7.png,N
8,89,0,0,209,209,MONTE RINALDO,109021,109021,Monte Rinaldo,MONTE RINALDO,1,0,3,8,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio,Mangialardi,17/11/1964,Ancona,8.png,N
3,1,0,0,209,209,MONTE RINALDO,109021,109021,Monte Rinaldo,MONTE RINALDO,6,0,2,3,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita,Iannetti,26/08/1953,Brittoli,3.png,N
6,1,0,0,209,209,MONTE RINALDO,109021,109021,Monte Rinaldo,MONTE RINALDO,4,0,5,6,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto,Mancini,,,6.png,N
4,2,0,0,209,209,MONTE RINALDO,109021,109021,Monte Rinaldo,MONTE RINALDO,5,0,6,4,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio,Pasquinelli,10/01/1981,Osimo,4.png,N
5,91,0,0,209,209,MONTE RINALDO,109021,109021,Monte Rinaldo,MONTE RINALDO,2,0,7,5,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco,Acquaroli,25/09/1974,Macerata,5.png,N
2,0,0,0,209,209,MONTE RINALDO,109021,109021,Monte Rinaldo,MONTE RINALDO,7,0,1,2,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola,Banzato,21/02/1964,Castellanza,2.png,N
7,9,0,0,209,209,MONTE RINALDO,109021,109021,Monte Rinaldo,MONTE RINALDO,3,0,4,7,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario,Mercorelli,06/02/1973,Macerata,7.png,N
6,1,0,0,20,20,MERCATELLO SUL METAURO,41025,041025,Mercatello sul Metauro,MERCATELLO SUL METAURO,4,0,5,6,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto,Mancini,,,6.png,N
4,10,0,0,20,20,MERCATELLO SUL METAURO,41025,041025,Mercatello sul Metauro,MERCATELLO SUL METAURO,5,0,6,4,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio,Pasquinelli,10/01/1981,Osimo,4.png,N
7,46,0,0,20,20,MERCATELLO SUL METAURO,41025,041025,Mercatello sul Metauro,MERCATELLO SUL METAURO,3,0,4,7,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario,Mercorelli,06/02/1973,Macerata,7.png,N
8,278,0,0,20,20,MERCATELLO SUL METAURO,41025,041025,Mercatello sul Metauro,MERCATELLO SUL METAURO,1,0,3,8,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio,Mangialardi,17/11/1964,Ancona,8.png,N
2,3,0,0,20,20,MERCATELLO SUL METAURO,41025,041025,Mercatello sul Metauro,MERCATELLO SUL METAURO,7,0,1,2,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola,Banzato,21/02/1964,Castellanza,2.png,N
5,385,0,0,20,20,MERCATELLO SUL METAURO,41025,041025,Mercatello sul Metauro,MERCATELLO SUL METAURO,2,0,7,5,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco,Acquaroli,25/09/1974,Macerata,5.png,N
3,0,0,0,20,20,MERCATELLO SUL METAURO,41025,041025,Mercatello sul Metauro,MERCATELLO SUL METAURO,6,0,2,3,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita,Iannetti,26/08/1953,Brittoli,3.png,N
8,318,0,0,210,210,MONTERUBBIANO,109022,109022,Monterubbiano,MONTERUBBIANO,1,0,3,8,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio,Mangialardi,17/11/1964,Ancona,8.png,N
3,5,0,0,210,210,MONTERUBBIANO,109022,109022,Monterubbiano,MONTERUBBIANO,6,0,2,3,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita,Iannetti,26/08/1953,Brittoli,3.png,N
6,15,0,0,210,210,MONTERUBBIANO,109022,109022,Monterubbiano,MONTERUBBIANO,4,0,5,6,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto,Mancini,,,6.png,N
4,21,0,0,210,210,MONTERUBBIANO,109022,109022,Monterubbiano,MONTERUBBIANO,5,0,6,4,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio,Pasquinelli,10/01/1981,Osimo,4.png,N
5,698,0,0,210,210,MONTERUBBIANO,109022,109022,Monterubbiano,MONTERUBBIANO,2,0,7,5,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco,Acquaroli,25/09/1974,Macerata,5.png,N
2,46,0,0,210,210,MONTERUBBIANO,109022,109022,Monterubbiano,MONTERUBBIANO,7,0,1,2,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola,Banzato,21/02/1964,Castellanza,2.png,N
7,63,0,0,210,210,MONTERUBBIANO,109022,109022,Monterubbiano,MONTERUBBIANO,3,0,4,7,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario,Mercorelli,06/02/1973,Macerata,7.png,N
8,235,0,0,211,211,MONTE SAN PIETRANGELI,109023,109023,Monte San Pietrangeli,MONTE SAN PIETRANGELI,1,0,3,8,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio,Mangialardi,17/11/1964,Ancona,8.png,N
3,2,0,0,211,211,MONTE SAN PIETRANGELI,109023,109023,Monte San Pietrangeli,MONTE SAN PIETRANGELI,6,0,2,3,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita,Iannetti,26/08/1953,Brittoli,3.png,N
6,14,0,0,211,211,MONTE SAN PIETRANGELI,109023,109023,Monte San Pietrangeli,MONTE SAN PIETRANGELI,4,0,5,6,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto,Mancini,,,6.png,N
4,9,0,0,211,211,MONTE SAN PIETRANGELI,109023,109023,Monte San Pietrangeli,MONTE SAN PIETRANGELI,5,0,6,4,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio,Pasquinelli,10/01/1981,Osimo,4.png,N
5,723,0,0,211,211,MONTE SAN PIETRANGELI,109023,109023,Monte San Pietrangeli,MONTE SAN PIETRANGELI,2,0,7,5,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco Acquaroli,Francesco,Acquaroli,25/09/1974,Macerata,5.png,N
2,11,0,0,211,211,MONTE SAN PIETRANGELI,109023,109023,Monte San Pietrangeli,MONTE SAN PIETRANGELI,7,0,1,2,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola Banzato,Sabrina Paola,Banzato,21/02/1964,Castellanza,2.png,N
7,111,0,0,211,211,MONTE SAN PIETRANGELI,109023,109023,Monte San Pietrangeli,MONTE SAN PIETRANGELI,3,0,4,7,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario Mercorelli,Gian-Mario,Mercorelli,06/02/1973,Macerata,7.png,N
8,1481,0,0,212,212,MONTE URANO,109024,109024,Monte Urano,MONTE URANO,1,0,3,8,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio Mangialardi,Maurizio,Mangialardi,17/11/1964,Ancona,8.png,N
3,10,0,0,212,212,MONTE URANO,109024,109024,Monte Urano,MONTE URANO,6,0,2,3,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita Iannetti,Anna Rita,Iannetti,26/08/1953,Brittoli,3.png,N
6,59,0,0,212,212,MONTE URANO,109024,109024,Monte Urano,MONTE URANO,4,0,5,6,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto Mancini,Roberto,Mancini,,,6.png,N
4,54,0,0,212,212,MONTE URANO,109024,109024,Monte Urano,MONTE URANO,5,0,6,4,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio Pasquinelli,Fabio,Pasquinelli,10/01/1981,Osimo,4.png,N
