"Tassi generici del movimento anagrafico, anni 2022/2041, scenario mediano, per 1.000 abitanti"
"Anno";"Codice comune";"Comune";"Codice provincia";"Provincia";"Tasso di natalità";"Tasso di mortalità";"Tasso migratorio netto";"Tasso totale di crescita"
2030;"078025";"Cariati";"078";"Cosenza";6,6;13,8;-4,5;-11,6
2030;"078156";"Casali del Manco";"078";"Cosenza";6,3;12,9;-4;-10,6
2030;"078029";"Cassano all'Ionio";"078";"Cosenza";6,5;12,9;-2,8;-9,1
2030;"078031";"Castrolibero";"078";"Cosenza";5,2;12,7;-4,6;-12,1
2030;"078033";"Castrovillari";"078";"Cosenza";5,8;13,3;-0,9;-8,3
2030;"079023";"Catanzaro";"079";"Catanzaro";5,8;13,2;-3,6;-10,9
2030;"080025";"Caulonia";"080";"Reggio di Calabria";6,8;13;5,6;-0,6
2030;"078040";"Cetraro";"078";"Cosenza";4,9;14;2;-7,1
2030;"079029";"Chiaravalle Centrale";"079";"Catanzaro";6;15,8;-5,3;-15,1
2030;"080027";"Cinquefrondi";"080";"Reggio di Calabria";7,5;10,7;-3,7;-6,9
2030;"101008";"Cirò Marina";"101";"Crotone";7,7;11,4;-1,8;-5,6
2030;"080028";"Cittanova";"080";"Reggio di Calabria";7,3;12,1;-2,5;-7,4
2030;"078157";"Corigliano-Rossano";"078";"Cosenza";7,1;10,5;0,6;-2,8
2030;"078045";"Cosenza";"078";"Cosenza";5,8;13,5;2;-5,8
2030;"101009";"Cotronei";"101";"Crotone";7,3;13;1,9;-3,8
2030;"078047";"Crosia";"078";"Cosenza";7,2;9,8;4,5;1,9
2030;"101010";"Crotone";"101";"Crotone";6,6;11,1;-1,6;-6,2
2030;"079039";"Curinga";"079";"Catanzaro";6,9;11,5;0;-4,6
2030;"101012";"Cutro";"101";"Crotone";6,7;15;-6,8;-15,1
2030;"079042";"Davoli";"079";"Catanzaro";5,6;11,2;4,6;-0,9
2030;"078048";"Diamante";"078";"Cosenza";4,9;14,2;2,2;-7,1
2030;"078058";"Fuscaldo";"078";"Cosenza";6,2;11,9;2,2;-3,5
2030;"080038";"Gioia Tauro";"080";"Reggio di Calabria";7,8;10,4;-1;-3,6
2030;"080039";"Gioiosa Ionica";"080";"Reggio di Calabria";7,8;10,5;3,5;0,7
2030;"079059";"Girifalco";"079";"Catanzaro";5,7;15,5;-1,9;-11,6
2030;"101013";"Isola di Capo Rizzuto";"101";"Crotone";10,5;8,1;3,8;6,2
2030;"079160";"Lamezia Terme";"079";"Catanzaro";6,7;11,2;-1,7;-6,2
2030;"080043";"Locri";"080";"Reggio di Calabria";6,5;12,5;0,2;-5,7
2030;"078070";"Luzzi";"078";"Cosenza";6;13,2;-2,1;-9,3
2030;"080045";"Marina di Gioiosa Ionica";"080";"Reggio di Calabria";6,4;12,1;-2,7;-8,4
2030;"080050";"Melito di Porto Salvo";"080";"Reggio di Calabria";5,5;13,3;-2,8;-10,6
2030;"078079";"Mendicino";"078";"Cosenza";6,2;10,7;-2,1;-6,6
2030;"101015";"Mesoraca";"101";"Crotone";6,4;13,9;-9,9;-17,4
2030;"102021";"Mileto";"102";"Vibo Valentia";7,4;12,7;-2,1;-7,4
2030;"078081";"Montalto Uffugo";"078";"Cosenza";7,8;8,9;2,6;1,5
2030;"080053";"Montebello Jonico";"080";"Reggio di Calabria";5,9;14,2;-0,2;-8,5
2030;"079081";"Montepaone";"079";"Catanzaro";6,7;9,6;8;5,2
2030;"080054";"Motta San Giovanni";"080";"Reggio di Calabria";5,1;15,2;-4,1;-14,2
2030;"102025";"Nicotera";"102";"Vibo Valentia";5,9;13,2;1,2;-6,1
2030;"080057";"Palmi";"080";"Reggio di Calabria";7,1;11,5;-2,6;-7,1
2030;"078091";"Paola";"078";"Cosenza";5,3;13,3;-2,7;-10,7
2030;"101017";"Petilia Policastro";"101";"Crotone";7;12,2;-4;-9,2
2030;"102027";"Pizzo";"102";"Vibo Valentia";5,3;12;1,9;-4,8
2030;"080061";"Polistena";"080";"Reggio di Calabria";6,9;10,6;-2,8;-6,6
2030;"078101";"Praia a Mare";"078";"Cosenza";5,1;13,6;0,6;-7,9
2030;"080063";"Reggio di Calabria";"080";"Reggio di Calabria";5,9;13,1;-2,7;-9,9
2030;"078102";"Rende";"078";"Cosenza";6,2;10,1;7,3;3,4
2030;"080065";"Rizziconi";"080";"Reggio di Calabria";7,5;10,8;-1,8;-5,1
2030;"101019";"Rocca di Neto";"101";"Crotone";8,3;11,8;-4,2;-7,7
2030;"080067";"Roccella Ionica";"080";"Reggio di Calabria";5,5;14,9;-0,8;-10,3
2030;"078104";"Roggiano Gravina";"078";"Cosenza";6,4;13,1;0,3;-6,3
2030;"078105";"Rogliano";"078";"Cosenza";5,3;13,4;-3,2;-11,3
2030;"080069";"Rosarno";"080";"Reggio di Calabria";9,2;10;3,2;2,4
2030;"078119";"San Giovanni in Fiore";"078";"Cosenza";5,7;13,6;-6,1;-14
2030;"078122";"San Lucido";"078";"Cosenza";6,6;10,6;16,4;12,4
2030;"078123";"San Marco Argentano";"078";"Cosenza";5,4;12,2;5,2;-1,5
2030;"078138";"Scalea";"078";"Cosenza";5,7;10,8;9,8;4,6
2030;"079127";"Sellia Marina";"079";"Catanzaro";7,3;10,3;3,5;0,5
2030;"102037";"Serra San Bruno";"102";"Vibo Valentia";7,2;11,4;-5,3;-9,5
2030;"080088";"Siderno";"080";"Reggio di Calabria";7,1;10,6;0,5;-3
2030;"079137";"Soverato";"079";"Catanzaro";4,5;14,4;0,9;-9
2030;"078142";"Spezzano Albanese";"078";"Cosenza";6,6;14,1;-0,8;-8,3
2030;"101025";"Strongoli";"101";"Crotone";6,9;11,9;-2,2;-7,1
2030;"080093";"Taurianova";"080";"Reggio di Calabria";7;11,7;-3,3;-7,9
2030;"078149";"Tortora";"078";"Cosenza";5,3;11,5;1,5;-4,7
2030;"078150";"Trebisacce";"078";"Cosenza";6,1;13,3;3;-4,2
2030;"102044";"Tropea";"102";"Vibo Valentia";5;14,6;-3;-12,6
2030;"102047";"Vibo Valentia";"102";"Vibo Valentia";5,8;12,5;-4,5;-11,2
2030;"078154";"Villapiana";"078";"Cosenza";7;13,4;5,6;-0,9
2030;"080096";"Villa San Giovanni";"080";"Reggio di Calabria";5,3;13,1;-4,1;-11,9
2031;"078003";"Acri";"078";"Cosenza";5,3;14,8;-5,1;-14,7
2031;"078010";"Amantea";"078";"Cosenza";6,3;11,7;3,8;-1,6
2031;"080007";"Bagnara Calabra";"080";"Reggio di Calabria";7,1;14,1;-5,4;-12,4
2031;"078015";"Belvedere Marittimo";"078";"Cosenza";4,8;13,3;6,4;-2,2
2031;"078017";"Bisignano";"078";"Cosenza";7;12,6;-0,2;-5,8
2031;"079011";"Borgia";"079";"Catanzaro";6,3;12,3;-4,2;-10,3
2031;"079012";"Botricello";"079";"Catanzaro";5,9;11,2;-1,8;-7,1
2031;"080012";"Bovalino";"080";"Reggio di Calabria";8,8;11,8;1,1;-1,9
2031;"078025";"Cariati";"078";"Cosenza";6,6;14,1;-4,3;-11,8
2031;"078156";"Casali del Manco";"078";"Cosenza";6,2;13,1;-3,8;-10,7
2031;"078029";"Cassano all'Ionio";"078";"Cosenza";6,5;13;-2,7;-9,2
2031;"078031";"Castrolibero";"078";"Cosenza";5,2;13;-4,5;-12,3
2031;"078033";"Castrovillari";"078";"Cosenza";5,8;13,4;-0,8;-8,4
2031;"079023";"Catanzaro";"079";"Catanzaro";5,8;13,4;-3,5;-11,1
2031;"080025";"Caulonia";"080";"Reggio di Calabria";6,7;13;5,6;-0,6
2031;"078040";"Cetraro";"078";"Cosenza";4,9;14,2;2;-7,2
2031;"079029";"Chiaravalle Centrale";"079";"Catanzaro";5,9;16;-5,2;-15,3
2031;"080027";"Cinquefrondi";"080";"Reggio di Calabria";7,4;10,9;-3,6;-7,1
2031;"101008";"Cirò Marina";"101";"Crotone";7,6;11,6;-1,7;-5,8
2031;"080028";"Cittanova";"080";"Reggio di Calabria";7,2;12,2;-2,4;-7,5
2031;"078157";"Corigliano-Rossano";"078";"Cosenza";7,1;10,6;0,6;-2,9
2031;"078045";"Cosenza";"078";"Cosenza";5,8;13,5;2;-5,8
2031;"101009";"Cotronei";"101";"Crotone";7,3;13,1;1,9;-3,8
2031;"078047";"Crosia";"078";"Cosenza";7,1;9,9;4,5;1,7
2031;"101010";"Crotone";"101";"Crotone";6,6;11,3;-1,5;-6,3
2031;"079039";"Curinga";"079";"Catanzaro";6,9;11,6;0;-4,7
2031;"101012";"Cutro";"101";"Crotone";6,6;15,2;-6,6;-15,2
2031;"079042";"Davoli";"079";"Catanzaro";5,5;11,4;4,6;-1,3
2031;"078048";"Diamante";"078";"Cosenza";4,8;14,3;2,3;-7,2
2031;"078058";"Fuscaldo";"078";"Cosenza";6,1;12;2,3;-3,7
2031;"080038";"Gioia Tauro";"080";"Reggio di Calabria";7,8;10,5;-0,9;-3,7
2031;"080039";"Gioiosa Ionica";"080";"Reggio di Calabria";7,8;10,6;3,4;0,6
2031;"079059";"Girifalco";"079";"Catanzaro";5,6;15,6;-1,8;-11,7
2031;"101013";"Isola di Capo Rizzuto";"101";"Crotone";10,6;8,3;3,8;6,1
2031;"079160";"Lamezia Terme";"079";"Catanzaro";6,7;11,4;-1,6;-6,3
2031;"080043";"Locri";"080";"Reggio di Calabria";6,5;12,6;0,3;-5,8
2031;"078070";"Luzzi";"078";"Cosenza";5,9;13,3;-2,1;-9,4
2031;"080045";"Marina di Gioiosa Ionica";"080";"Reggio di Calabria";6,4;12,3;-2,6;-8,5
2031;"080050";"Melito di Porto Salvo";"080";"Reggio di Calabria";5,4;13,5;-2,7;-10,7
2031;"078079";"Mendicino";"078";"Cosenza";6,2;10,9;-2,1;-6,8
2031;"101015";"Mesoraca";"101";"Crotone";6,3;14;-9,8;-17,6
2031;"102021";"Mileto";"102";"Vibo Valentia";7,4;12,7;-2;-7,4
2031;"078081";"Montalto Uffugo";"078";"Cosenza";7,7;9;2,5;1,1
2031;"080053";"Montebello Jonico";"080";"Reggio di Calabria";5,9;14,3;-0,2;-8,6
2031;"079081";"Montepaone";"079";"Catanzaro";6,7;9,8;7,7;4,7
2031;"080054";"Motta San Giovanni";"080";"Reggio di Calabria";5,1;15,4;-4;-14,4
2031;"102025";"Nicotera";"102";"Vibo Valentia";5,8;13,3;1,3;-6,2
2031;"080057";"Palmi";"080";"Reggio di Calabria";7;11,7;-2,5;-7,2
2031;"078091";"Paola";"078";"Cosenza";5,3;13,5;-2,6;-10,8
2031;"101017";"Petilia Policastro";"101";"Crotone";6,9;12,3;-4;-9,3
2031;"102027";"Pizzo";"102";"Vibo Valentia";5,3;12,2;2;-5
2031;"080061";"Polistena";"080";"Reggio di Calabria";6,8;10,8;-2,7;-6,7
2031;"078101";"Praia a Mare";"078";"Cosenza";5,1;13,9;0,8;-8,1
2031;"080063";"Reggio di Calabria";"080";"Reggio di Calabria";5,8;13,3;-2,6;-10,1
2031;"078102";"Rende";"078";"Cosenza";6,1;10,3;7,1;2,9
2031;"080065";"Rizziconi";"080";"Reggio di Calabria";7,4;10,9;-1,7;-5,2
2031;"101019";"Rocca di Neto";"101";"Crotone";8,2;11,9;-4,1;-7,8
2031;"080067";"Roccella Ionica";"080";"Reggio di Calabria";5,5;15,1;-0,8;-10,4
2031;"078104";"Roggiano Gravina";"078";"Cosenza";6,4;13,2;0,4;-6,4
2031;"078105";"Rogliano";"078";"Cosenza";5,4;13,6;-3,1;-11,3
2031;"080069";"Rosarno";"080";"Reggio di Calabria";9,3;10,1;3,1;2,3
2031;"078119";"San Giovanni in Fiore";"078";"Cosenza";5,7;13,8;-6;-14,2
2031;"078122";"San Lucido";"078";"Cosenza";6,6;10,7;16;11,9
2031;"078123";"San Marco Argentano";"078";"Cosenza";5,4;12,2;5,2;-1,6
2031;"078138";"Scalea";"078";"Cosenza";5,6;11;9,8;4,3
2031;"079127";"Sellia Marina";"079";"Catanzaro";7,2;10,4;3,5;0,2
2031;"102037";"Serra San Bruno";"102";"Vibo Valentia";7,2;11,6;-5,2;-9,6
2031;"080088";"Siderno";"080";"Reggio di Calabria";7;10,8;0,6;-3,1
2031;"079137";"Soverato";"079";"Catanzaro";4,4;14,6;1;-9,2
2031;"078142";"Spezzano Albanese";"078";"Cosenza";6,6;14,2;-0,8;-8,4
2031;"101025";"Strongoli";"101";"Crotone";6,9;12;-2,1;-7,2
2031;"080093";"Taurianova";"080";"Reggio di Calabria";7;11,8;-3,2;-8,1
2031;"078149";"Tortora";"078";"Cosenza";5,3;11,8;1,6;-4,9
2031;"078150";"Trebisacce";"078";"Cosenza";6,2;13,4;3,1;-4,2
2031;"102044";"Tropea";"102";"Vibo Valentia";4,9;14,8;-2,8;-12,7
2031;"102047";"Vibo Valentia";"102";"Vibo Valentia";5,8;12,7;-4,4;-11,3
2031;"078154";"Villapiana";"078";"Cosenza";7;13,5;5,5;-1,1
2031;"080096";"Villa San Giovanni";"080";"Reggio di Calabria";5,3;13,4;-4;-12,1
2032;"078003";"Acri";"078";"Cosenza";5,3;15;-5,1;-14,8
2032;"078010";"Amantea";"078";"Cosenza";6,3;11,9;3,8;-1,8
2032;"080007";"Bagnara Calabra";"080";"Reggio di Calabria";7,1;14,2;-5,3;-12,5
2032;"078015";"Belvedere Marittimo";"078";"Cosenza";4,8;13,4;6,4;-2,3
2032;"078017";"Bisignano";"078";"Cosenza";7;12,7;-0,2;-5,9
2032;"079011";"Borgia";"079";"Catanzaro";6,2;12,6;-4,1;-10,5
2032;"079012";"Botricello";"079";"Catanzaro";5,9;11,4;-1,8;-7,3
2032;"080012";"Bovalino";"080";"Reggio di Calabria";8,7;11,8;1,1;-2,1
2032;"078025";"Cariati";"078";"Cosenza";6,6;14,3;-4,2;-11,9
2032;"078156";"Casali del Manco";"078";"Cosenza";6,1;13,2;-3,7;-10,8
2032;"078029";"Cassano all'Ionio";"078";"Cosenza";6,5;13,1;-2,6;-9,3
2032;"078031";"Castrolibero";"078";"Cosenza";5,2;13,4;-4,4;-12,6
2032;"078033";"Castrovillari";"078";"Cosenza";5,8;13,6;-0,7;-8,5
2032;"079023";"Catanzaro";"079";"Catanzaro";5,7;13,6;-3,5;-11,3
2032;"080025";"Caulonia";"080";"Reggio di Calabria";6,7;13;5,6;-0,7
2032;"078040";"Cetraro";"078";"Cosenza";4,9;14,3;2,1;-7,3
2032;"079029";"Chiaravalle Centrale";"079";"Catanzaro";5,9;16,2;-5,1;-15,5
2032;"080027";"Cinquefrondi";"080";"Reggio di Calabria";7,3;11,1;-3,6;-7,4
2032;"101008";"Cirò Marina";"101";"Crotone";7,5;11,8;-1,7;-6
2032;"080028";"Cittanova";"080";"Reggio di Calabria";7,1;12,4;-2,3;-7,6
2032;"078157";"Corigliano-Rossano";"078";"Cosenza";7;10,8;0,7;-3,1
2032;"078045";"Cosenza";"078";"Cosenza";5,8;13,6;1,9;-5,9
2032;"101009";"Cotronei";"101";"Crotone";7,3;13,1;1,9;-3,9
2032;"078047";"Crosia";"078";"Cosenza";7,1;10;4,4;1,5
2032;"101010";"Crotone";"101";"Crotone";6,6;11,5;-1,4;-6,4
2032;"079039";"Curinga";"079";"Catanzaro";6,9;11,8;0,1;-4,8
2032;"101012";"Cutro";"101";"Crotone";6,5;15,4;-6,4;-15,3
2032;"079042";"Davoli";"079";"Catanzaro";5,5;11,6;4,5;-1,7
2032;"078048";"Diamante";"078";"Cosenza";4,8;14,5;2,4;-7,3
2032;"078058";"Fuscaldo";"078";"Cosenza";6;12,2;2,3;-4
2032;"080038";"Gioia Tauro";"080";"Reggio di Calabria";7,8;10,6;-0,9;-3,8
2032;"080039";"Gioiosa Ionica";"080";"Reggio di Calabria";7,7;10,6;3,4;0,5
2032;"079059";"Girifalco";"079";"Catanzaro";5,5;15,7;-1,7;-11,9
2032;"101013";"Isola di Capo Rizzuto";"101";"Crotone";10,6;8,4;3,7;5,9
2032;"079160";"Lamezia Terme";"079";"Catanzaro";6,6;11,6;-1,6;-6,5
2032;"080043";"Locri";"080";"Reggio di Calabria";6,5;12,7;0,4;-5,9
2032;"078070";"Luzzi";"078";"Cosenza";5,9;13,4;-2;-9,6
2032;"080045";"Marina di Gioiosa Ionica";"080";"Reggio di Calabria";6,3;12,5;-2,6;-8,7
2032;"080050";"Melito di Porto Salvo";"080";"Reggio di Calabria";5,4;13,7;-2,6;-10,9
2032;"078079";"Mendicino";"078";"Cosenza";6,2;11,2;-2;-7
2032;"101015";"Mesoraca";"101";"Crotone";6,2;14,2;-9,8;-17,8
2032;"102021";"Mileto";"102";"Vibo Valentia";7,4;12,8;-1,9;-7,3
2032;"078081";"Montalto Uffugo";"078";"Cosenza";7,6;9,2;2,3;0,8
2032;"080053";"Montebello Jonico";"080";"Reggio di Calabria";5,8;14,4;-0,1;-8,7
2032;"079081";"Montepaone";"079";"Catanzaro";6,7;9,9;7,4;4,2
2032;"080054";"Motta San Giovanni";"080";"Reggio di Calabria";5;15,6;-3,9;-14,5
2032;"102025";"Nicotera";"102";"Vibo Valentia";5,7;13,4;1,4;-6,3
2032;"080057";"Palmi";"080";"Reggio di Calabria";7;11,9;-2,5;-7,4
2032;"078091";"Paola";"078";"Cosenza";5,2;13,8;-2,5;-11
2032;"101017";"Petilia Policastro";"101";"Crotone";6,9;12,5;-3,9;-9,5
2032;"102027";"Pizzo";"102";"Vibo Valentia";5,3;12,4;2;-5,1
2032;"080061";"Polistena";"080";"Reggio di Calabria";6,8;10,9;-2,7;-6,8
2032;"078101";"Praia a Mare";"078";"Cosenza";5;14,2;0,9;-8,2
2032;"080063";"Reggio di Calabria";"080";"Reggio di Calabria";5,8;13,4;-2,5;-10,2
2032;"078102";"Rende";"078";"Cosenza";6;10,4;6,9;2,5
2032;"080065";"Rizziconi";"080";"Reggio di Calabria";7,4;11;-1,6;-5,3
2032;"101019";"Rocca di Neto";"101";"Crotone";8,1;12;-4,1;-8
2032;"080067";"Roccella Ionica";"080";"Reggio di Calabria";5,5;15,3;-0,7;-10,5
2032;"078104";"Roggiano Gravina";"078";"Cosenza";6,4;13,3;0,4;-6,5
2032;"078105";"Rogliano";"078";"Cosenza";5,4;13,7;-2,9;-11,3
2032;"080069";"Rosarno";"080";"Reggio di Calabria";9,3;10,1;3,1;2,3
2032;"078119";"San Giovanni in Fiore";"078";"Cosenza";5,6;14,1;-5,9;-14,5
2032;"078122";"San Lucido";"078";"Cosenza";6,5;10,7;15,7;11,4
2032;"078123";"San Marco Argentano";"078";"Cosenza";5,3;12,3;5,1;-1,8
2032;"078138";"Scalea";"078";"Cosenza";5,6;11,2;9,7;4,1
2032;"079127";"Sellia Marina";"079";"Catanzaro";7,1;10,6;3,4;-0,1
2032;"102037";"Serra San Bruno";"102";"Vibo Valentia";7,1;11,8;-5,1;-9,8
2032;"080088";"Siderno";"080";"Reggio di Calabria";7;10,9;0,6;-3,3
2032;"079137";"Soverato";"079";"Catanzaro";4,4;14,9;1,1;-9,4
2032;"078142";"Spezzano Albanese";"078";"Cosenza";6,6;14,3;-0,7;-8,5
2032;"101025";"Strongoli";"101";"Crotone";6,9;12,2;-2,1;-7,4
2032;"080093";"Taurianova";"080";"Reggio di Calabria";6,9;12;-3,1;-8,2
2032;"078149";"Tortora";"078";"Cosenza";5,3;12,1;1,7;-5,1
2032;"078150";"Trebisacce";"078";"Cosenza";6,2;13,6;3,1;-4,3
2032;"102044";"Tropea";"102";"Vibo Valentia";4,8;15;-2,6;-12,9
2032;"102047";"Vibo Valentia";"102";"Vibo Valentia";5,8;13;-4,3;-11,5
2032;"078154";"Villapiana";"078";"Cosenza";7;13,6;5,4;-1,3
2032;"080096";"Villa San Giovanni";"080";"Reggio di Calabria";5,2;13,6;-3,9;-12,3
2033;"078003";"Acri";"078";"Cosenza";5,3;15,2;-5;-14,9
2033;"078010";"Amantea";"078";"Cosenza";6,3;12;3,8;-2
2033;"080007";"Bagnara Calabra";"080";"Reggio di Calabria";7,1;14,4;-5,3;-12,5
2033;"078015";"Belvedere Marittimo";"078";"Cosenza";4,8;13,5;6,4;-2,4
2033;"078017";"Bisignano";"078";"Cosenza";7;12,8;-0,2;-6
2033;"079011";"Borgia";"079";"Catanzaro";6,1;12,8;-4;-10,7
2033;"079012";"Botricello";"079";"Catanzaro";5,9;11,6;-1,7;-7,5
2033;"080012";"Bovalino";"080";"Reggio di Calabria";8,7;11,9;1,1;-2,2
2033;"078025";"Cariati";"078";"Cosenza";6,7;14,6;-4,1;-12,1
2033;"078156";"Casali del Manco";"078";"Cosenza";6,1;13,4;-3,6;-11
2033;"078029";"Cassano all'Ionio";"078";"Cosenza";6,4;13,3;-2,5;-9,4
2033;"078031";"Castrolibero";"078";"Cosenza";5,2;13,7;-4,3;-12,8
2033;"078033";"Castrovillari";"078";"Cosenza";5,8;13,8;-0,7;-8,7
2033;"079023";"Catanzaro";"079";"Catanzaro";5,7;13,8;-3,4;-11,5
2033;"080025";"Caulonia";"080";"Reggio di Calabria";6,6;13;5,6;-0,8
2033;"078040";"Cetraro";"078";"Cosenza";5;14,5;2,2;-7,4
2033;"079029";"Chiaravalle Centrale";"079";"Catanzaro";5,8;16,5;-5;-15,7
2033;"080027";"Cinquefrondi";"080";"Reggio di Calabria";7,2;11,3;-3,5;-7,6
2033;"101008";"Cirò Marina";"101";"Crotone";7,5;12;-1,6;-6,1
2033;"080028";"Cittanova";"080";"Reggio di Calabria";7,1;12,5;-2,3;-7,7
2033;"078157";"Corigliano-Rossano";"078";"Cosenza";7;11;0,7;-3,2
2033;"078045";"Cosenza";"078";"Cosenza";5,8;13,7;1,9;-6
2033;"101009";"Cotronei";"101";"Crotone";7,3;13,2;1,9;-3,9
2033;"078047";"Crosia";"078";"Cosenza";7,1;10,2;4,4;1,3
2033;"101010";"Crotone";"101";"Crotone";6,6;11,8;-1,3;-6,5
2033;"079039";"Curinga";"079";"Catanzaro";6,8;11,9;0,1;-5
2033;"101012";"Cutro";"101";"Crotone";6,5;15,6;-6,2;-15,4
2033;"079042";"Davoli";"079";"Catanzaro";5,4;11,9;4,5;-2
2033;"078048";"Diamante";"078";"Cosenza";4,7;14,6;2,5;-7,4
2033;"078058";"Fuscaldo";"078";"Cosenza";5,9;12,4;2,3;-4,2
2033;"080038";"Gioia Tauro";"080";"Reggio di Calabria";7,8;10,8;-0,8;-3,9
2033;"080039";"Gioiosa Ionica";"080";"Reggio di Calabria";7,7;10,7;3,3;0,3
2033;"079059";"Girifalco";"079";"Catanzaro";5,4;15,9;-1,6;-12,1
2033;"101013";"Isola di Capo Rizzuto";"101";"Crotone";10,7;8,5;3,7;5,8
2033;"079160";"Lamezia Terme";"079";"Catanzaro";6,6;11,8;-1,5;-6,7
2033;"080043";"Locri";"080";"Reggio di Calabria";6,5;12,9;0,4;-6
2033;"078070";"Luzzi";"078";"Cosenza";5,9;13,6;-2;-9,7
2033;"080045";"Marina di Gioiosa Ionica";"080";"Reggio di Calabria";6,3;12,7;-2,5;-8,9
2033;"080050";"Melito di Porto Salvo";"080";"Reggio di Calabria";5,4;14;-2,5;-11,1
2033;"078079";"Mendicino";"078";"Cosenza";6,2;11,5;-2;-7,3
2033;"101015";"Mesoraca";"101";"Crotone";6,1;14,4;-9,8;-18,1
2033;"102021";"Mileto";"102";"Vibo Valentia";7,4;12,8;-1,8;-7,3
2033;"078081";"Montalto Uffugo";"078";"Cosenza";7,6;9,3;2,2;0,5
2033;"080053";"Montebello Jonico";"080";"Reggio di Calabria";5,8;14,6;0;-8,8
2033;"079081";"Montepaone";"079";"Catanzaro";6,7;10,1;7,2;3,7
2033;"080054";"Motta San Giovanni";"080";"Reggio di Calabria";5;15,8;-3,7;-14,6
2033;"102025";"Nicotera";"102";"Vibo Valentia";5,6;13,6;1,5;-6,4
2033;"080057";"Palmi";"080";"Reggio di Calabria";7;12,1;-2,4;-7,5
2033;"078091";"Paola";"078";"Cosenza";5,2;14;-2,4;-11,2
2033;"101017";"Petilia Policastro";"101";"Crotone";6,8;12,6;-3,8;-9,6
2033;"102027";"Pizzo";"102";"Vibo Valentia";5,3;12,6;2;-5,3
2033;"080061";"Polistena";"080";"Reggio di Calabria";6,8;11,1;-2,6;-6,9
2033;"078101";"Praia a Mare";"078";"Cosenza";5;14,4;1,1;-8,3
2033;"080063";"Reggio di Calabria";"080";"Reggio di Calabria";5,8;13,6;-2,5;-10,3
2033;"078102";"Rende";"078";"Cosenza";5,9;10,6;6,8;2,1
2033;"080065";"Rizziconi";"080";"Reggio di Calabria";7,3;11,2;-1,5;-5,4
2033;"101019";"Rocca di Neto";"101";"Crotone";8;12,2;-4;-8,1
2033;"080067";"Roccella Ionica";"080";"Reggio di Calabria";5,5;15,4;-0,6;-10,6
2033;"078104";"Roggiano Gravina";"078";"Cosenza";6,4;13,4;0,5;-6,6
2033;"078105";"Rogliano";"078";"Cosenza";5,4;13,9;-2,8;-11,3
2033;"080069";"Rosarno";"080";"Reggio di Calabria";9,4;10,2;3;2,2
2033;"078119";"San Giovanni in Fiore";"078";"Cosenza";5,5;14,4;-5,9;-14,7
2033;"078122";"San Lucido";"078";"Cosenza";6,5;10,8;15,3;11
2033;"078123";"San Marco Argentano";"078";"Cosenza";5,3;12,3;5,1;-1,9
2033;"078138";"Scalea";"078";"Cosenza";5,6;11,4;9,7;3,8
2033;"079127";"Sellia Marina";"079";"Catanzaro";7,1;10,8;3,4;-0,4
2033;"102037";"Serra San Bruno";"102";"Vibo Valentia";7,1;12;-5,1;-10
2033;"080088";"Siderno";"080";"Reggio di Calabria";7;11,1;0,6;-3,5
2033;"079137";"Soverato";"079";"Catanzaro";4,4;15,1;1,1;-9,6
2033;"078142";"Spezzano Albanese";"078";"Cosenza";6,5;14,4;-0,7;-8,6
2033;"101025";"Strongoli";"101";"Crotone";6,9;12,4;-2;-7,5
2033;"080093";"Taurianova";"080";"Reggio di Calabria";6,9;12,2;-3,1;-8,4
2033;"078149";"Tortora";"078";"Cosenza";5,3;12,4;1,7;-5,3
2033;"078150";"Trebisacce";"078";"Cosenza";6,2;13,7;3,1;-4,4
2033;"102044";"Tropea";"102";"Vibo Valentia";4,7;15,3;-2,5;-13
2033;"102047";"Vibo Valentia";"102";"Vibo Valentia";5,8;13,3;-4,2;-11,6
2033;"078154";"Villapiana";"078";"Cosenza";7;13,7;5,3;-1,4
2033;"080096";"Villa San Giovanni";"080";"Reggio di Calabria";5,2;13,8;-3,8;-12,5
2034;"078003";"Acri";"078";"Cosenza";5,3;15,5;-4,9;-15,1
2034;"078010";"Amantea";"078";"Cosenza";6,2;12,2;3,8;-2,2
2034;"080007";"Bagnara Calabra";"080";"Reggio di Calabria";7,1;14,6;-5,2;-12,6
2034;"078015";"Belvedere Marittimo";"078";"Cosenza";4,8;13,7;6,4;-2,5
2034;"078017";"Bisignano";"078";"Cosenza";7;12,9;-0,1;-6
2034;"079011";"Borgia";"079";"Catanzaro";6,1;13,1;-3,9;-10,9
2034;"079012";"Botricello";"079";"Catanzaro";5,9;11,9;-1,7;-7,7
2034;"080012";"Bovalino";"080";"Reggio di Calabria";8,7;12;1;-2,3
2034;"078025";"Cariati";"078";"Cosenza";6,7;14,9;-4;-12,3
2034;"078156";"Casali del Manco";"078";"Cosenza";6;13,6;-3,5;-11,1
2034;"078029";"Cassano all'Ionio";"078";"Cosenza";6,4;13,5;-2,4;-9,5
2034;"078031";"Castrolibero";"078";"Cosenza";5,2;14;-4,3;-13,1
2034;"078033";"Castrovillari";"078";"Cosenza";5,8;14;-0,6;-8,8
2034;"079023";"Catanzaro";"079";"Catanzaro";5,7;14,1;-3,3;-11,7
2034;"080025";"Caulonia";"080";"Reggio di Calabria";6,6;13,1;5,7;-0,9
2034;"078040";"Cetraro";"078";"Cosenza";5;14,7;2,2;-7,5
