"Tassi generici del movimento anagrafico, anni 2022/2041, scenario mediano, per 1.000 abitanti"
"Anno";"Codice comune";"Comune";"Codice provincia";"Provincia";"Tasso di natalità";"Tasso di mortalità";"Tasso migratorio netto";"Tasso totale di crescita"
2038;"101010";"Crotone";"101";"Crotone";6,6;12,9;-0,7;-7
2038;"079039";"Curinga";"079";"Catanzaro";6,5;12,9;0,3;-6,1
2038;"101012";"Cutro";"101";"Crotone";6,1;16,7;-5,3;-15,9
2038;"079042";"Davoli";"079";"Catanzaro";5,3;13,4;4,2;-3,8
2038;"078048";"Diamante";"078";"Cosenza";4,8;15,8;2,9;-8,1
2038;"078058";"Fuscaldo";"078";"Cosenza";5,8;13,5;2,4;-5,3
2038;"080038";"Gioia Tauro";"080";"Reggio di Calabria";7,8;11,6;-0,6;-4,5
2038;"080039";"Gioiosa Ionica";"080";"Reggio di Calabria";7,8;11,3;3,1;-0,4
2038;"079059";"Girifalco";"079";"Catanzaro";5,4;17,4;-1,3;-13,2
2038;"101013";"Isola di Capo Rizzuto";"101";"Crotone";11;9,3;3,4;5
2038;"079160";"Lamezia Terme";"079";"Catanzaro";6,6;13;-1,3;-7,7
2038;"080043";"Locri";"080";"Reggio di Calabria";6,5;13,8;0,7;-6,6
2038;"078070";"Luzzi";"078";"Cosenza";6;14,7;-1,8;-10,5
2038;"080045";"Marina di Gioiosa Ionica";"080";"Reggio di Calabria";6,4;13,8;-2,4;-9,7
2038;"080050";"Melito di Porto Salvo";"080";"Reggio di Calabria";5,4;15,4;-1,9;-11,9
2038;"078079";"Mendicino";"078";"Cosenza";6,2;13,1;-1,7;-8,6
2038;"101015";"Mesoraca";"101";"Crotone";6,1;15,9;-9,9;-19,6
2038;"102021";"Mileto";"102";"Vibo Valentia";7,4;13,6;-1,3;-7,5
2038;"078081";"Montalto Uffugo";"078";"Cosenza";7,8;10,3;1,4;-1,2
2038;"080053";"Montebello Jonico";"080";"Reggio di Calabria";5,9;15,3;0,3;-9
2038;"079081";"Montepaone";"079";"Catanzaro";6,9;11,1;6;1,7
2038;"080054";"Motta San Giovanni";"080";"Reggio di Calabria";4,9;17;-3,1;-15,3
2038;"102025";"Nicotera";"102";"Vibo Valentia";5,3;14,4;2,1;-7
2038;"080057";"Palmi";"080";"Reggio di Calabria";7;13,3;-2,1;-8,4
2038;"078091";"Paola";"078";"Cosenza";5,3;15,7;-1,9;-12,3
2038;"101017";"Petilia Policastro";"101";"Crotone";6,7;13,7;-3,5;-10,5
2038;"102027";"Pizzo";"102";"Vibo Valentia";5,4;13,7;2,2;-6,1
2038;"080061";"Polistena";"080";"Reggio di Calabria";6,6;12,2;-2,3;-7,9
2038;"078101";"Praia a Mare";"078";"Cosenza";4,9;15,8;1,8;-9,1
2038;"080063";"Reggio di Calabria";"080";"Reggio di Calabria";5,8;14,7;-2,1;-11
2038;"078102";"Rende";"078";"Cosenza";5,8;11,5;6;0,3
2038;"080065";"Rizziconi";"080";"Reggio di Calabria";6,9;12,4;-1,1;-6,7
2038;"101019";"Rocca di Neto";"101";"Crotone";7,5;13;-3,7;-9,2
2038;"080067";"Roccella Ionica";"080";"Reggio di Calabria";5,5;16,5;-0,2;-11,2
2038;"078104";"Roggiano Gravina";"078";"Cosenza";6,3;14,4;0,8;-7,3
2038;"078105";"Rogliano";"078";"Cosenza";5,5;15,2;-2,1;-11,8
2038;"080069";"Rosarno";"080";"Reggio di Calabria";9,7;10,8;2,8;1,8
2038;"078119";"San Giovanni in Fiore";"078";"Cosenza";5,2;16;-5,5;-16,4
2038;"078122";"San Lucido";"078";"Cosenza";6,3;11,1;13,8;8,9
2038;"078123";"San Marco Argentano";"078";"Cosenza";5,4;13,1;4,8;-2,8
2038;"078138";"Scalea";"078";"Cosenza";5,6;12,5;9,5;2,6
2038;"079127";"Sellia Marina";"079";"Catanzaro";7,1;11,8;3,1;-1,7
2038;"102037";"Serra San Bruno";"102";"Vibo Valentia";7;13,4;-4,7;-11
2038;"080088";"Siderno";"080";"Reggio di Calabria";7,1;12,1;0,7;-4,3
2038;"079137";"Soverato";"079";"Catanzaro";4,3;16,5;1,5;-10,6
2038;"078142";"Spezzano Albanese";"078";"Cosenza";6,7;15,5;-0,4;-9,2
2038;"101025";"Strongoli";"101";"Crotone";7;13,5;-1,8;-8,2
2038;"080093";"Taurianova";"080";"Reggio di Calabria";6,9;13,4;-2,8;-9,3
2038;"078149";"Tortora";"078";"Cosenza";5,4;13,8;2,2;-6,2
2038;"078150";"Trebisacce";"078";"Cosenza";6,4;14,7;3,2;-5
2038;"102044";"Tropea";"102";"Vibo Valentia";4,7;16,7;-1,7;-13,7
2038;"102047";"Vibo Valentia";"102";"Vibo Valentia";5,9;14,7;-3,6;-12,5
2038;"078154";"Villapiana";"078";"Cosenza";7,2;14,3;4,9;-2,2
2038;"080096";"Villa San Giovanni";"080";"Reggio di Calabria";5,3;15,2;-3,4;-13,4
2039;"078003";"Acri";"078";"Cosenza";5,4;17;-4,6;-16,2
2039;"078010";"Amantea";"078";"Cosenza";6,1;13,2;3,8;-3,3
2039;"080007";"Bagnara Calabra";"080";"Reggio di Calabria";6,9;15,6;-4,8;-13,4
2039;"078015";"Belvedere Marittimo";"078";"Cosenza";4,9;14,4;6,4;-3,1
2039;"078017";"Bisignano";"078";"Cosenza";7,1;14;0;-6,8
2039;"079011";"Borgia";"079";"Catanzaro";5,9;14,5;-3,5;-12,2
2039;"079012";"Botricello";"079";"Catanzaro";6;13,3;-1,4;-8,7
2039;"080012";"Bovalino";"080";"Reggio di Calabria";8,9;12,6;0,9;-2,7
2039;"078025";"Cariati";"078";"Cosenza";6,6;16,4;-3,5;-13,2
2039;"078156";"Casali del Manco";"078";"Cosenza";5,9;15,1;-3;-12,2
2039;"078029";"Cassano all'Ionio";"078";"Cosenza";6,4;14,6;-1,9;-10,2
2039;"078031";"Castrolibero";"078";"Cosenza";5,5;15,7;-3,8;-14,1
2039;"078033";"Castrovillari";"078";"Cosenza";5,8;15,4;-0,2;-9,8
2039;"079023";"Catanzaro";"079";"Catanzaro";5,6;15,5;-3;-12,8
2039;"080025";"Caulonia";"080";"Reggio di Calabria";6,3;13,6;5,7;-1,6
2039;"078040";"Cetraro";"078";"Cosenza";5,3;15,8;2,5;-8,1
2039;"079029";"Chiaravalle Centrale";"079";"Catanzaro";5,8;18,3;-4,5;-17
2039;"080027";"Cinquefrondi";"080";"Reggio di Calabria";7,1;12,8;-3,2;-8,9
2039;"101008";"Cirò Marina";"101";"Crotone";7,5;13,4;-1,3;-7,2
2039;"080028";"Cittanova";"080";"Reggio di Calabria";6,9;13,6;-1,9;-8,5
2039;"078157";"Corigliano-Rossano";"078";"Cosenza";7;12,2;0,9;-4,2
2039;"078045";"Cosenza";"078";"Cosenza";6;14,8;1,8;-6,9
2039;"101009";"Cotronei";"101";"Crotone";7,6;14,1;1,9;-4,6
2039;"078047";"Crosia";"078";"Cosenza";7,1;11;4,2;0,4
2039;"101010";"Crotone";"101";"Crotone";6,6;13,2;-0,6;-7,1
2039;"079039";"Curinga";"079";"Catanzaro";6,4;13,1;0,3;-6,4
2039;"101012";"Cutro";"101";"Crotone";6,1;16,9;-5,1;-16
2039;"079042";"Davoli";"079";"Catanzaro";5,3;13,7;4,2;-4,2
2039;"078048";"Diamante";"078";"Cosenza";4,8;16;3;-8,2
2039;"078058";"Fuscaldo";"078";"Cosenza";5,8;13,8;2,4;-5,5
2039;"080038";"Gioia Tauro";"080";"Reggio di Calabria";7,8;11,8;-0,6;-4,6
2039;"080039";"Gioiosa Ionica";"080";"Reggio di Calabria";7,8;11,5;3,1;-0,6
2039;"079059";"Girifalco";"079";"Catanzaro";5,5;17,6;-1,2;-13,4
2039;"101013";"Isola di Capo Rizzuto";"101";"Crotone";11;9,5;3,3;4,8
2039;"079160";"Lamezia Terme";"079";"Catanzaro";6,6;13,3;-1,2;-7,9
2039;"080043";"Locri";"080";"Reggio di Calabria";6,5;13,9;0,8;-6,7
2039;"078070";"Luzzi";"078";"Cosenza";6;14,9;-1,7;-10,7
2039;"080045";"Marina di Gioiosa Ionica";"080";"Reggio di Calabria";6,5;14;-2,3;-9,8
2039;"080050";"Melito di Porto Salvo";"080";"Reggio di Calabria";5,4;15,7;-1,8;-12
2039;"078079";"Mendicino";"078";"Cosenza";6,2;13,4;-1,6;-8,8
2039;"101015";"Mesoraca";"101";"Crotone";6,2;16,3;-9,8;-19,9
2039;"102021";"Mileto";"102";"Vibo Valentia";7,4;13,9;-1,2;-7,7
2039;"078081";"Montalto Uffugo";"078";"Cosenza";7,8;10,5;1,2;-1,5
2039;"080053";"Montebello Jonico";"080";"Reggio di Calabria";6;15,4;0,4;-9,1
2039;"079081";"Montepaone";"079";"Catanzaro";6,9;11,3;5,8;1,3
2039;"080054";"Motta San Giovanni";"080";"Reggio di Calabria";4,9;17,2;-3;-15,4
2039;"102025";"Nicotera";"102";"Vibo Valentia";5,3;14,5;2,2;-7,1
2039;"080057";"Palmi";"080";"Reggio di Calabria";7;13,5;-2;-8,6
2039;"078091";"Paola";"078";"Cosenza";5,4;16;-1,8;-12,5
2039;"101017";"Petilia Policastro";"101";"Crotone";6,7;14;-3,4;-10,7
2039;"102027";"Pizzo";"102";"Vibo Valentia";5,4;13,9;2,3;-6,3
2039;"080061";"Polistena";"080";"Reggio di Calabria";6,6;12,5;-2,2;-8,1
2039;"078101";"Praia a Mare";"078";"Cosenza";4,9;16,1;2;-9,2
2039;"080063";"Reggio di Calabria";"080";"Reggio di Calabria";5,9;15;-2,1;-11,2
2039;"078102";"Rende";"078";"Cosenza";5,8;11,7;5,9;-0,1
2039;"080065";"Rizziconi";"080";"Reggio di Calabria";6,8;12,7;-1;-7
2039;"101019";"Rocca di Neto";"101";"Crotone";7,4;13,2;-3,6;-9,4
2039;"080067";"Roccella Ionica";"080";"Reggio di Calabria";5,5;16,7;-0,1;-11,3
2039;"078104";"Roggiano Gravina";"078";"Cosenza";6,3;14,6;0,9;-7,5
2039;"078105";"Rogliano";"078";"Cosenza";5,5;15,5;-2;-12
2039;"080069";"Rosarno";"080";"Reggio di Calabria";9,8;10,9;2,8;1,7
2039;"078119";"San Giovanni in Fiore";"078";"Cosenza";5,1;16,4;-5,4;-16,8
2039;"078122";"San Lucido";"078";"Cosenza";6,3;11,2;13,5;8,6
2039;"078123";"San Marco Argentano";"078";"Cosenza";5,5;13,3;4,8;-3
2039;"078138";"Scalea";"078";"Cosenza";5,6;12,7;9,5;2,4
2039;"079127";"Sellia Marina";"079";"Catanzaro";7,1;12,1;3;-2
2039;"102037";"Serra San Bruno";"102";"Vibo Valentia";7;13,7;-4,6;-11,3
2039;"080088";"Siderno";"080";"Reggio di Calabria";7,1;12,3;0,7;-4,5
2039;"079137";"Soverato";"079";"Catanzaro";4,3;16,8;1,6;-10,8
2039;"078142";"Spezzano Albanese";"078";"Cosenza";6,7;15,7;-0,4;-9,4
2039;"101025";"Strongoli";"101";"Crotone";7,1;13,7;-1,7;-8,4
2039;"080093";"Taurianova";"080";"Reggio di Calabria";6,9;13,6;-2,7;-9,5
2039;"078149";"Tortora";"078";"Cosenza";5,4;14,1;2,3;-6,4
2039;"078150";"Trebisacce";"078";"Cosenza";6,4;14,9;3,3;-5,2
2039;"102044";"Tropea";"102";"Vibo Valentia";4,7;17;-1,5;-13,9
2039;"102047";"Vibo Valentia";"102";"Vibo Valentia";5,9;15,1;-3,5;-12,7
2039;"078154";"Villapiana";"078";"Cosenza";7,2;14,5;4,9;-2,4
2039;"080096";"Villa San Giovanni";"080";"Reggio di Calabria";5,3;15,5;-3,3;-13,5
2040;"078003";"Acri";"078";"Cosenza";5,4;17,3;-4,5;-16,5
2040;"078010";"Amantea";"078";"Cosenza";6,1;13,4;3,8;-3,5
2040;"080007";"Bagnara Calabra";"080";"Reggio di Calabria";6,9;15,8;-4,7;-13,6
2040;"078015";"Belvedere Marittimo";"078";"Cosenza";5;14,6;6,4;-3,2
2040;"078017";"Bisignano";"078";"Cosenza";7,1;14,2;0;-7,1
2040;"079011";"Borgia";"079";"Catanzaro";5,9;14,9;-3,4;-12,5
2040;"079012";"Botricello";"079";"Catanzaro";6,1;13,6;-1,4;-8,9
2040;"080012";"Bovalino";"080";"Reggio di Calabria";9;12,7;0,9;-2,8
2040;"078025";"Cariati";"078";"Cosenza";6,6;16,7;-3,4;-13,4
2040;"078156";"Casali del Manco";"078";"Cosenza";5,9;15,4;-2,9;-12,5
2040;"078029";"Cassano all'Ionio";"078";"Cosenza";6,4;14,9;-1,8;-10,3
2040;"078031";"Castrolibero";"078";"Cosenza";5,5;16,1;-3,7;-14,2
2040;"078033";"Castrovillari";"078";"Cosenza";5,8;15,6;-0,1;-10
2040;"079023";"Catanzaro";"079";"Catanzaro";5,6;15,8;-2,9;-13,1
2040;"080025";"Caulonia";"080";"Reggio di Calabria";6,2;13,8;5,7;-1,8
2040;"078040";"Cetraro";"078";"Cosenza";5,3;16;2,6;-8,2
2040;"079029";"Chiaravalle Centrale";"079";"Catanzaro";5,8;18,6;-4,4;-17,2
2040;"080027";"Cinquefrondi";"080";"Reggio di Calabria";7,1;13,1;-3,2;-9,2
2040;"101008";"Cirò Marina";"101";"Crotone";7,5;13,6;-1,3;-7,4
2040;"080028";"Cittanova";"080";"Reggio di Calabria";6,9;13,8;-1,8;-8,7
2040;"078157";"Corigliano-Rossano";"078";"Cosenza";7;12,5;1;-4,4
2040;"078045";"Cosenza";"078";"Cosenza";6;15;1,8;-7,1
2040;"101009";"Cotronei";"101";"Crotone";7,7;14,3;1,9;-4,8
2040;"078047";"Crosia";"078";"Cosenza";7,1;11,2;4,2;0,2
2040;"101010";"Crotone";"101";"Crotone";6,7;13,4;-0,5;-7,2
2040;"079039";"Curinga";"079";"Catanzaro";6,3;13,4;0,4;-6,6
2040;"101012";"Cutro";"101";"Crotone";6;17,2;-5;-16,1
2040;"079042";"Davoli";"079";"Catanzaro";5,3;14;4,2;-4,5
2040;"078048";"Diamante";"078";"Cosenza";4,9;16,3;3;-8,4
2040;"078058";"Fuscaldo";"078";"Cosenza";5,9;14;2,5;-5,6
2040;"080038";"Gioia Tauro";"080";"Reggio di Calabria";7,8;12;-0,5;-4,7
2040;"080039";"Gioiosa Ionica";"080";"Reggio di Calabria";7,8;11,6;3,1;-0,8
2040;"079059";"Girifalco";"079";"Catanzaro";5,5;17,9;-1,2;-13,6
2040;"101013";"Isola di Capo Rizzuto";"101";"Crotone";11;9,6;3,2;4,6
2040;"079160";"Lamezia Terme";"079";"Catanzaro";6,5;13,5;-1,1;-8,1
2040;"080043";"Locri";"080";"Reggio di Calabria";6,5;14,1;0,9;-6,8
2040;"078070";"Luzzi";"078";"Cosenza";6;15,2;-1,6;-10,9
2040;"080045";"Marina di Gioiosa Ionica";"080";"Reggio di Calabria";6,5;14,3;-2,3;-10
2040;"080050";"Melito di Porto Salvo";"080";"Reggio di Calabria";5,4;16;-1,6;-12,2
2040;"078079";"Mendicino";"078";"Cosenza";6,2;13,8;-1,5;-9,1
2040;"101015";"Mesoraca";"101";"Crotone";6,2;16,6;-9,8;-20,2
2040;"102021";"Mileto";"102";"Vibo Valentia";7,4;14,1;-1,1;-7,9
2040;"078081";"Montalto Uffugo";"078";"Cosenza";7,9;10,8;1,1;-1,7
2040;"080053";"Montebello Jonico";"080";"Reggio di Calabria";6,1;15,6;0,4;-9,1
2040;"079081";"Montepaone";"079";"Catanzaro";6,9;11,5;5,6;1
2040;"080054";"Motta San Giovanni";"080";"Reggio di Calabria";4,9;17,5;-2,9;-15,5
2040;"102025";"Nicotera";"102";"Vibo Valentia";5,3;14,7;2,3;-7,2
2040;"080057";"Palmi";"080";"Reggio di Calabria";7;13,8;-2;-8,8
2040;"078091";"Paola";"078";"Cosenza";5,4;16,4;-1,8;-12,7
2040;"101017";"Petilia Policastro";"101";"Crotone";6,6;14,3;-3,3;-10,9
2040;"102027";"Pizzo";"102";"Vibo Valentia";5,4;14,2;2,3;-6,4
2040;"080061";"Polistena";"080";"Reggio di Calabria";6,5;12,8;-2,1;-8,4
2040;"078101";"Praia a Mare";"078";"Cosenza";4,8;16,3;2,1;-9,4
2040;"080063";"Reggio di Calabria";"080";"Reggio di Calabria";5,9;15,2;-2;-11,3
2040;"078102";"Rende";"078";"Cosenza";5,8;11,9;5,7;-0,4
2040;"080065";"Rizziconi";"080";"Reggio di Calabria";6,7;13;-1;-7,3
2040;"101019";"Rocca di Neto";"101";"Crotone";7,3;13,5;-3,5;-9,7
2040;"080067";"Roccella Ionica";"080";"Reggio di Calabria";5,5;16,9;0;-11,4
2040;"078104";"Roggiano Gravina";"078";"Cosenza";6,3;14,8;0,9;-7,6
2040;"078105";"Rogliano";"078";"Cosenza";5,5;15,8;-1,8;-12,1
2040;"080069";"Rosarno";"080";"Reggio di Calabria";9,8;11;2,8;1,6
2040;"078119";"San Giovanni in Fiore";"078";"Cosenza";5,1;16,8;-5,4;-17,1
2040;"078122";"San Lucido";"078";"Cosenza";6,2;11,2;13,2;8,3
2040;"078123";"San Marco Argentano";"078";"Cosenza";5,5;13,5;4,8;-3,1
2040;"078138";"Scalea";"078";"Cosenza";5,6;12,9;9,4;2,1
2040;"079127";"Sellia Marina";"079";"Catanzaro";7,2;12,3;2,9;-2,2
2040;"102037";"Serra San Bruno";"102";"Vibo Valentia";7;14;-4,5;-11,5
2040;"080088";"Siderno";"080";"Reggio di Calabria";7,1;12,6;0,8;-4,7
2040;"079137";"Soverato";"079";"Catanzaro";4,3;17,1;1,7;-11
2040;"078142";"Spezzano Albanese";"078";"Cosenza";6,7;15,9;-0,3;-9,5
2040;"101025";"Strongoli";"101";"Crotone";7,1;14;-1,7;-8,6
2040;"080093";"Taurianova";"080";"Reggio di Calabria";6,9;13,9;-2,7;-9,7
2040;"078149";"Tortora";"078";"Cosenza";5,5;14,4;2,3;-6,6
2040;"078150";"Trebisacce";"078";"Cosenza";6,5;15,1;3,3;-5,3
2040;"102044";"Tropea";"102";"Vibo Valentia";4,7;17,3;-1,4;-14
2040;"102047";"Vibo Valentia";"102";"Vibo Valentia";5,9;15,4;-3,4;-12,9
2040;"078154";"Villapiana";"078";"Cosenza";7,2;14,6;4,8;-2,5
2040;"080096";"Villa San Giovanni";"080";"Reggio di Calabria";5,3;15,8;-3,2;-13,7
2041;"078003";"Acri";"078";"Cosenza";5,3;17,7;-4,4;-16,8
2041;"078010";"Amantea";"078";"Cosenza";6,1;13,6;3,9;-3,7
2041;"080007";"Bagnara Calabra";"080";"Reggio di Calabria";6,8;16;-4,6;-13,8
2041;"078015";"Belvedere Marittimo";"078";"Cosenza";5;14,8;6,4;-3,4
2041;"078017";"Bisignano";"078";"Cosenza";7,1;14,5;0,1;-7,3
2041;"079011";"Borgia";"079";"Catanzaro";5,8;15,2;-3,4;-12,7
2041;"079012";"Botricello";"079";"Catanzaro";6,1;13,9;-1,3;-9,1
2041;"080012";"Bovalino";"080";"Reggio di Calabria";9,1;12,8;0,9;-2,8
2041;"078025";"Cariati";"078";"Cosenza";6,5;16,9;-3,2;-13,6
2041;"078156";"Casali del Manco";"078";"Cosenza";5,9;15,8;-2,8;-12,7
2041;"078029";"Cassano all'Ionio";"078";"Cosenza";6,4;15,1;-1,7;-10,5
2041;"078031";"Castrolibero";"078";"Cosenza";5,5;16,4;-3,5;-14,4
2041;"078033";"Castrovillari";"078";"Cosenza";5,8;15,9;-0,1;-10,2
2041;"079023";"Catanzaro";"079";"Catanzaro";5,6;16,1;-2,8;-13,3
2041;"080025";"Caulonia";"080";"Reggio di Calabria";6,2;13,9;5,7;-2
2041;"078040";"Cetraro";"078";"Cosenza";5,3;16,3;2,6;-8,3
2041;"079029";"Chiaravalle Centrale";"079";"Catanzaro";5,8;18,9;-4,3;-17,4
2041;"080027";"Cinquefrondi";"080";"Reggio di Calabria";7,1;13,4;-3,1;-9,4
2041;"101008";"Cirò Marina";"101";"Crotone";7,5;13,9;-1,2;-7,6
2041;"080028";"Cittanova";"080";"Reggio di Calabria";6,9;14;-1,7;-8,8
2041;"078157";"Corigliano-Rossano";"078";"Cosenza";7;12,7;1;-4,6
2041;"078045";"Cosenza";"078";"Cosenza";6;15,2;1,9;-7,4
2041;"101009";"Cotronei";"101";"Crotone";7,7;14,5;1,9;-5
2041;"078047";"Crosia";"078";"Cosenza";7,1;11,3;4,2;0
2041;"101010";"Crotone";"101";"Crotone";6,7;13,7;-0,4;-7,4
2041;"079039";"Curinga";"079";"Catanzaro";6,3;13,6;0,4;-6,9
2041;"101012";"Cutro";"101";"Crotone";6;17,4;-4,8;-16,2
2041;"079042";"Davoli";"079";"Catanzaro";5,3;14,3;4,1;-4,8
2041;"078048";"Diamante";"078";"Cosenza";4,9;16,6;3,1;-8,6
2041;"078058";"Fuscaldo";"078";"Cosenza";5,9;14,2;2,5;-5,8
2041;"080038";"Gioia Tauro";"080";"Reggio di Calabria";7,8;12,2;-0,5;-4,9
2041;"080039";"Gioiosa Ionica";"080";"Reggio di Calabria";7,8;11,8;3,1;-0,9
2041;"079059";"Girifalco";"079";"Catanzaro";5,6;18,2;-1,1;-13,7
2041;"101013";"Isola di Capo Rizzuto";"101";"Crotone";11;9,8;3,2;4,4
2041;"079160";"Lamezia Terme";"079";"Catanzaro";6,5;13,8;-1,1;-8,3
2041;"080043";"Locri";"080";"Reggio di Calabria";6,5;14,3;0,9;-6,9
2041;"078070";"Luzzi";"078";"Cosenza";5,9;15,5;-1,6;-11,1
2041;"080045";"Marina di Gioiosa Ionica";"080";"Reggio di Calabria";6,6;14,5;-2,2;-10,1
2041;"080050";"Melito di Porto Salvo";"080";"Reggio di Calabria";5,4;16,3;-1,5;-12,3
2041;"078079";"Mendicino";"078";"Cosenza";6,2;14,1;-1,4;-9,4
2041;"101015";"Mesoraca";"101";"Crotone";6,3;17;-9,8;-20,5
2041;"102021";"Mileto";"102";"Vibo Valentia";7,3;14,4;-1,1;-8,1
2041;"078081";"Montalto Uffugo";"078";"Cosenza";8;11;1;-2
2041;"080053";"Montebello Jonico";"080";"Reggio di Calabria";6,1;15,7;0,5;-9,1
2041;"079081";"Montepaone";"079";"Catanzaro";6,9;11,7;5,4;0,6
2041;"080054";"Motta San Giovanni";"080";"Reggio di Calabria";4,9;17,8;-2,8;-15,7
2041;"102025";"Nicotera";"102";"Vibo Valentia";5,2;14,9;2,4;-7,3
2041;"080057";"Palmi";"080";"Reggio di Calabria";7;14,1;-1,9;-9
2041;"078091";"Paola";"078";"Cosenza";5,4;16,7;-1,7;-13
2041;"101017";"Petilia Policastro";"101";"Crotone";6,6;14,5;-3,3;-11,1
2041;"102027";"Pizzo";"102";"Vibo Valentia";5,4;14,4;2,4;-6,6
2041;"080061";"Polistena";"080";"Reggio di Calabria";6,5;13,1;-2,1;-8,7
2041;"078101";"Praia a Mare";"078";"Cosenza";4,8;16,6;2,3;-9,6
2041;"080063";"Reggio di Calabria";"080";"Reggio di Calabria";5,9;15,5;-1,9;-11,5
2041;"078102";"Rende";"078";"Cosenza";5,8;12,1;5,6;-0,7
2041;"080065";"Rizziconi";"080";"Reggio di Calabria";6,6;13,3;-0,9;-7,6
2041;"101019";"Rocca di Neto";"101";"Crotone";7,2;13,7;-3,4;-9,9
2041;"080067";"Roccella Ionica";"080";"Reggio di Calabria";5,5;17,1;0;-11,5
2041;"078104";"Roggiano Gravina";"078";"Cosenza";6,3;15,1;1;-7,8
2041;"078105";"Rogliano";"078";"Cosenza";5,5;16,1;-1,7;-12,3
2041;"080069";"Rosarno";"080";"Reggio di Calabria";9,9;11,2;2,7;1,4
2041;"078119";"San Giovanni in Fiore";"078";"Cosenza";5;17,2;-5,3;-17,5
2041;"078122";"San Lucido";"078";"Cosenza";6,2;11,3;13;7,9
2041;"078123";"San Marco Argentano";"078";"Cosenza";5,6;13,7;4,9;-3,2
2041;"078138";"Scalea";"078";"Cosenza";5,7;13,1;9,4;1,9
2041;"079127";"Sellia Marina";"079";"Catanzaro";7,2;12,5;2,9;-2,5
2041;"102037";"Serra San Bruno";"102";"Vibo Valentia";6,9;14,3;-4,4;-11,8
2041;"080088";"Siderno";"080";"Reggio di Calabria";7,1;12,8;0,8;-4,9
2041;"079137";"Soverato";"079";"Catanzaro";4,3;17,3;1,8;-11,2
2041;"078142";"Spezzano Albanese";"078";"Cosenza";6,7;16,2;-0,3;-9,7
2041;"101025";"Strongoli";"101";"Crotone";7,1;14,3;-1,6;-8,8
2041;"080093";"Taurianova";"080";"Reggio di Calabria";6,8;14,1;-2,6;-9,9
2041;"078149";"Tortora";"078";"Cosenza";5,5;14,7;2,4;-6,8
2041;"078150";"Trebisacce";"078";"Cosenza";6,5;15,3;3,3;-5,5
2041;"102044";"Tropea";"102";"Vibo Valentia";4,7;17,6;-1,2;-14,2
2041;"102047";"Vibo Valentia";"102";"Vibo Valentia";5,9;15,7;-3,3;-13,1
2041;"078154";"Villapiana";"078";"Cosenza";7,3;14,7;4,8;-2,7
2041;"080096";"Villa San Giovanni";"080";"Reggio di Calabria";5,3;16,2;-3,1;-13,9
